7D AVR - infections,7D AVR - number of orders,7D AVR - number of tests,Date,Percentage of infections in the number of tests performed,Difference of infections - week to week,Percentage of infections - week by week,Percentage Of Infections In The Number Of Tests Performed,Difference Of Infections - Week To Week,Percentage Of Infections - Week To Week,Date,The Cuotient Of Performed Tests To Orders,AVR L2:L29
55,74.28571429,556.4285714,2024-06-24,9.884467266,-,-,11.2834626,9.428571429,17.14285714,2024-07-01,7.490384615,5.936768999
55.71428571,80.57142857,555,2024-06-25,10.03861004,-,-,11.2834626,8.714285714,15.64102564,2024-07-02,6.888297872,-
54.85714286,76.85714286,549.1428571,2024-06-26,9.989594173,-,-,11.78921569,13.85714286,25.26041667,2024-07-03,7.144981413,-
60,78.28571429,542.1428571,2024-06-27,11.06719368,-,-,11.37610303,8.142857143,13.57142857,2024-07-04,6.925182482,-
62.42857143,81.57142857,550.4285714,2024-06-28,11.34181158,-,-,11.21428571,4.857142857,7.780320366,2024-07-05,6.747810858,-
64,84.14285714,554.7142857,2024-06-29,11.53747103,-,-,11.56558533,6.285714286,9.821428571,2024-07-06,6.592529711,-
64.28571429,84,556.5714286,2024-06-30,11.55030801,-,-,11.64979995,6.428571429,10,2024-07-07,6.62585034,-
64.42857143,84,571,2024-07-01,11.2834626,9.428571429,17.14285714,12.02015355,7.142857143,11.0864745,2024-07-08,6.797619048,-
64.42857143,84,571,2024-07-02,11.2834626,8.714285714,15.64102564,13.46552917,19,29.49002217,2024-07-09,6.797619048,-
68.71428571,89.85714286,582.8571429,2024-07-03,11.78921569,13.85714286,25.26041667,14.56621005,22.42857143,32.64033264,2024-07-10,6.486486486,-
68.14285714,95.42857143,599,2024-07-04,11.37610303,8.142857143,13.57142857,15.6884624,32.28571429,47.37945493,2024-07-11,6.276946108,-
67.28571429,96.14285714,600,2024-07-05,11.21428571,4.857142857,7.780320366,16.29711752,37.71428571,56.05095541,2024-07-12,6.240713224,-
70.28571429,99.28571429,607.7142857,2024-07-06,11.56558533,6.285714286,9.821428571,17.37223075,42.85714286,60.97560976,2024-07-13,6.120863309,-
70.71428571,99.28571429,607,2024-07-07,11.64979995,6.428571429,10,17.2398781,42.42857143,60,2024-07-14,6.113669065,-
71.57142857,99.28571429,595.4285714,2024-07-08,12.02015355,7.142857143,11.0864745,17.24514298,41.28571429,57.68463074,2024-07-15,5.997122302,-
83.42857143,106.4285714,619.5714286,2024-07-09,13.46552917,19,29.49002217,17.37502753,29.28571429,35.10273973,2024-07-16,5.82147651,-
91.14285714,111.2857143,625.7142857,2024-07-10,14.56621005,22.42857143,32.64033264,17.8285968,23.57142857,25.86206897,2024-07-17,5.622593068,-
100.4285714,117.7142857,640.1428571,2024-07-11,15.6884624,32.28571429,47.37945493,17.39363126,-7.571428571,-7.539118065,2024-07-18,5.438106796,-
105,123.8571429,644.2857143,2024-07-12,16.29711752,37.71428571,56.05095541,18.34151382,-3.571428571,-3.401360544,2024-07-19,5.201845444,-
113.1428571,126.5714286,651.2857143,2024-07-13,17.37223075,42.85714286,60.97560976,19.06811851,-5.571428571,-4.924242424,2024-07-20,5.145598194,-
113.1428571,126.5714286,656.2857143,2024-07-14,17.2398781,42.42857143,60,19.09713416,-5.571428571,-4.924242424,2024-07-21,5.18510158,-
112.8571429,126.7142857,654.4285714,2024-07-15,17.24514298,41.28571429,57.68463074,-,-,-,-,5.164599775,-
112.7142857,128.5714286,648.7142857,2024-07-16,17.37502753,29.28571429,35.10273973,-,-,-,-,5.045555556,-
114.7142857,130,643.4285714,2024-07-17,17.8285968,23.57142857,25.86206897,-,-,-,-,4.949450549,-
92.85714286,103.4285714,533.8571429,2024-07-18,17.39363126,-7.571428571,-7.539118065,-,-,-,-,5.16160221,-
101.4285714,111.4285714,553,2024-07-19,18.34151382,-3.571428571,-3.401360544,-,-,-,-,4.962820513,-
107.5714286,121.4285714,564.1428571,2024-07-20,19.06811851,-5.571428571,-4.924242424,-,-,-,-,4.645882353,-
107.5714286,121.4285714,563.2857143,2024-07-21,19.09713416,-5.571428571,-4.924242424,-,-,-,-,4.638823529,-
