7D AVR - infections,7D AVR - number of orders,7D AVR - number of tests,Date,Percentage of infections in the number of tests performed,Difference of infections - week to week,Percentage of infections - week by week,Percentage Of Infections In The Number Of Tests Performed,Difference Of Infections - Week To Week,Percentage Of Infections - Week To Week,Date,The Cuotient Of Performed Tests To Orders,AVR L2:L29
8.428571429,23.85714286,528.1428571,2023-07-28,1.595888558,-,-,2.432350258,3,35.59322034,2023-08-04,22.13772455,18.52893461
7.142857143,21.85714286,517,2023-07-29,1.381597126,-,-,2.791262136,6,84,2023-08-05,23.65359477,-
6.714285714,21.85714286,505,2023-07-30,1.329561528,-,-,2.852807284,6.714285714,100,2023-08-06,23.10457516,-
6.428571429,21.85714286,494.4285714,2023-07-31,1.300202254,-,-,2.805733455,6.714285714,104.4444444,2023-08-07,22.62091503,-
8.714285714,20.42857143,481.1428571,2023-08-01,1.811163895,-,-,2.635658915,3.428571429,39.3442623,2023-08-08,23.55244755,-
9.571428571,20,468.8571429,2023-08-02,2.041438147,-,-,2.776920703,3.285714286,34.32835821,2023-08-09,23.44285714,-
9.714285714,19.71428571,474.7142857,2023-08-03,2.046343665,-,-,3.288861309,5.428571429,55.88235294,2023-08-10,24.07971014,-
11.42857143,19.85714286,469.8571429,2023-08-04,2.432350258,3,35.59322034,3.539550631,5,43.75,2023-08-11,23.6618705,-
13.14285714,21.14285714,470.8571429,2023-08-05,2.791262136,6,84,3.823437986,4.428571429,33.69565217,2023-08-12,22.27027027,-
13.42857143,21.14285714,470.7142857,2023-08-06,2.852807284,6.714285714,100,3.865182437,4.428571429,32.9787234,2023-08-13,22.26351351,-
13.14285714,21.14285714,468.4285714,2023-08-07,2.805733455,6.714285714,104.4444444,3.998760074,5.285714286,40.2173913,2023-08-14,22.15540541,-
12.14285714,21.28571429,460.7142857,2023-08-08,2.635658915,3.428571429,39.3442623,3.979366249,3.285714286,27.05882353,2023-08-15,21.6442953,-
12.85714286,22.71428571,463,2023-08-09,2.776920703,3.285714286,34.32835821,3.437620703,-0.1428571429,-1.111111111,2023-08-16,20.3836478,-
15.14285714,25.57142857,460.4285714,2023-08-10,3.288861309,5.428571429,55.88235294,4.114490161,1.285714286,8.490566038,2023-08-17,18.00558659,-
16.42857143,28.71428571,464.1428571,2023-08-11,3.539550631,5,43.75,4.632248939,2.285714286,13.91304348,2023-08-18,16.1641791,-
17.57142857,31.14285714,459.5714286,2023-08-12,3.823437986,4.428571429,33.69565217,5.250262513,3.857142857,21.95121951,2023-08-19,14.75688073,-
17.85714286,31.28571429,462,2023-08-13,3.865182437,4.428571429,32.9787234,5.015353122,3.142857143,17.6,2023-08-20,14.76712329,-
18.42857143,31.28571429,460.8571429,2023-08-14,3.998760074,5.285714286,40.2173913,5.017182131,2.428571429,13.17829457,2023-08-21,14.73059361,-
15.42857143,24.71428571,387.7142857,2023-08-15,3.979366249,3.285714286,27.05882353,5.619596542,12.42857143,80.55555556,2023-08-22,15.68786127,-
12.71428571,19.71428571,369.8571429,2023-08-16,3.437620703,-0.1428571429,-1.111111111,6.94629976,24.42857143,192.1348315,2023-08-23,18.76086957,-
16.42857143,23.71428571,399.2857143,2023-08-17,4.114490161,1.285714286,8.490566038,7.225189767,20.28571429,123.4782609,2023-08-24,16.8373494,-
18.71428571,25.57142857,404,2023-08-18,4.632248939,2.285714286,13.91304348,-,-,-,-,15.79888268,-
21.42857143,28.57142857,408.1428571,2023-08-19,5.250262513,3.857142857,21.95121951,-,-,-,-,14.285,-
21,28.42857143,418.7142857,2023-08-20,5.015353122,3.142857143,17.6,-,-,-,-,14.72864322,-
20.85714286,28.42857143,415.7142857,2023-08-21,5.017182131,2.428571429,13.17829457,-,-,-,-,14.62311558,-
27.85714286,37.57142857,495.7142857,2023-08-22,5.619596542,12.42857143,80.55555556,-,-,-,-,13.19391635,-
37.14285714,48.85714286,534.7142857,2023-08-23,6.94629976,24.42857143,192.1348315,-,-,-,-,10.94444444,-
36.71428571,48.14285714,508.1428571,2023-08-24,7.225189767,20.28571429,123.4782609,-,-,-,-,10.55489614,-
