7D AVR - infections,7D AVR - number of orders,7D AVR - number of tests,Date,Percentage of infections in the number of tests performed,Difference of infections - week to week,Percentage of infections - week by week,Percentage Of Infections In The Number Of Tests Performed,Difference Of Infections - Week To Week,Percentage Of Infections - Week To Week,Date,The Cuotient Of Performed Tests To Orders,AVR L2:L29
11.42857143,19.85714286,469.8571429,2023-08-04,2.432350258,-,-,3.539550631,5,43.75,2023-08-11,23.6618705,15.20626712
13.14285714,21.14285714,470.8571429,2023-08-05,2.791262136,-,-,3.823437986,4.428571429,33.69565217,2023-08-12,22.27027027,-
13.42857143,21.14285714,470.7142857,2023-08-06,2.852807284,-,-,3.865182437,4.428571429,32.9787234,2023-08-13,22.26351351,-
13.14285714,21.14285714,468.4285714,2023-08-07,2.805733455,-,-,3.998760074,5.285714286,40.2173913,2023-08-14,22.15540541,-
12.14285714,21.28571429,460.7142857,2023-08-08,2.635658915,-,-,3.979366249,3.285714286,27.05882353,2023-08-15,21.6442953,-
12.85714286,22.71428571,463,2023-08-09,2.776920703,-,-,3.437620703,-0.1428571429,-1.111111111,2023-08-16,20.3836478,-
15.14285714,25.57142857,460.4285714,2023-08-10,3.288861309,-,-,4.114490161,1.285714286,8.490566038,2023-08-17,18.00558659,-
16.42857143,28.71428571,464.1428571,2023-08-11,3.539550631,5,43.75,4.632248939,2.285714286,13.91304348,2023-08-18,16.1641791,-
17.57142857,31.14285714,459.5714286,2023-08-12,3.823437986,4.428571429,33.69565217,5.250262513,3.857142857,21.95121951,2023-08-19,14.75688073,-
17.85714286,31.28571429,462,2023-08-13,3.865182437,4.428571429,32.9787234,5.015353122,3.142857143,17.6,2023-08-20,14.76712329,-
18.42857143,31.28571429,460.8571429,2023-08-14,3.998760074,5.285714286,40.2173913,5.017182131,2.428571429,13.17829457,2023-08-21,14.73059361,-
15.42857143,24.71428571,387.7142857,2023-08-15,3.979366249,3.285714286,27.05882353,5.619596542,12.42857143,80.55555556,2023-08-22,15.68786127,-
12.71428571,19.71428571,369.8571429,2023-08-16,3.437620703,-0.1428571429,-1.111111111,6.94629976,24.42857143,192.1348315,2023-08-23,18.76086957,-
16.42857143,23.71428571,399.2857143,2023-08-17,4.114490161,1.285714286,8.490566038,7.225189767,20.28571429,123.4782609,2023-08-24,16.8373494,-
18.71428571,25.57142857,404,2023-08-18,4.632248939,2.285714286,13.91304348,6.941371681,17.14285714,91.60305344,2023-08-25,15.79888268,-
21.42857143,28.57142857,408.1428571,2023-08-19,5.250262513,3.857142857,21.95121951,6.784335356,13.71428571,64,2023-08-26,14.285,-
21,28.42857143,418.7142857,2023-08-20,5.015353122,3.142857143,17.6,7.112616427,15,71.42857143,2023-08-27,14.72864322,-
20.85714286,28.42857143,415.7142857,2023-08-21,5.017182131,2.428571429,13.17829457,7.134831461,15.42857143,73.97260274,2023-08-28,14.62311558,-
27.85714286,37.57142857,495.7142857,2023-08-22,5.619596542,12.42857143,80.55555556,7.902652447,13.42857143,48.20512821,2023-08-29,13.19391635,-
37.14285714,48.85714286,534.7142857,2023-08-23,6.94629976,24.42857143,192.1348315,8.094066174,5.142857143,13.84615385,2023-08-30,10.94444444,-
36.71428571,48.14285714,508.1428571,2023-08-24,7.225189767,20.28571429,123.4782609,9.037275409,11.42857143,31.12840467,2023-08-31,10.55489614,-
35.85714286,48.57142857,516.5714286,2023-08-25,6.941371681,17.14285714,91.60305344,-,-,-,-,10.63529412,-
35.14285714,47.28571429,518,2023-08-26,6.784335356,13.71428571,64,-,-,-,-,10.95468278,-
36,47.42857143,506.1428571,2023-08-27,7.112616427,15,71.42857143,-,-,-,-,10.67168675,-
36.28571429,47.42857143,508.5714286,2023-08-28,7.134831461,15.42857143,73.97260274,-,-,-,-,10.72289157,-
41.28571429,55.57142857,522.4285714,2023-08-29,7.902652447,13.42857143,48.20512821,-,-,-,-,9.401028278,-
42.28571429,57.85714286,522.4285714,2023-08-30,8.094066174,5.142857143,13.84615385,-,-,-,-,9.02962963,-
48.14285714,65.42857143,532.7142857,2023-08-31,9.037275409,11.42857143,31.12840467,-,-,-,-,8.141921397,-
