7D AVR - infections,7D AVR - number of orders,7D AVR - number of tests,Date,Percentage of infections in the number of tests performed,Difference of infections - week to week,Percentage of infections - week by week,Percentage Of Infections In The Number Of Tests Performed,Difference Of Infections - Week To Week,Percentage Of Infections - Week To Week,Date,The Cuotient Of Performed Tests To Orders,AVR L2:L29
13.28571429,124.8571429,751.2857143,2024-04-21,1.768397034,-,-,2.165087957,2.714285714,20.43010753,2024-04-28,6.017162471,7.500258155
13.28571429,124.8571429,751.2857143,2024-04-22,1.768397034,-,-,2.167487685,2.428571429,18.27956989,2024-04-29,6.017162471,-
13.28571429,124.8571429,751.2857143,2024-04-23,1.768397034,-,-,2.194294833,2.428571429,18.27956989,2024-04-30,6.017162471,-
13.28571429,124.8571429,751.2857143,2024-04-24,1.768397034,-,-,2.048453811,1.571428571,11.82795699,2024-05-01,6.017162471,-
13.28571429,124.8571429,751.2857143,2024-04-25,1.768397034,-,-,1.917629113,-0.7142857143,-5.376344086,2024-05-02,6.017162471,-
15.57142857,116.2857143,723.4285714,2024-04-26,2.152448657,-,-,1.862828112,-3,-19.26605505,2024-05-03,6.221130221,-
16.14285714,117,739.8571429,2024-04-27,2.181888395,-,-,1.707779886,-5.857142857,-36.28318584,2024-05-04,6.323565324,-
16,117,739,2024-04-28,2.165087957,2.714285714,20.43010753,1.70373876,-5.714285714,-35.71428571,2024-05-05,6.316239316,-
15.71428571,117,725,2024-04-29,2.167487685,2.428571429,18.27956989,1.732320835,-5.285714286,-33.63636364,2024-05-06,6.196581197,-
15.71428571,110.7142857,716.1428571,2024-04-30,2.194294833,2.428571429,18.27956989,1.953690304,-4.142857143,-26.36363636,2024-05-07,6.468387097,-
14.85714286,106.7142857,725.2857143,2024-05-01,2.048453811,1.571428571,11.82795699,1.701920739,-4.857142857,-32.69230769,2024-05-08,6.796519411,-
12.57142857,85.71428571,655.5714286,2024-05-02,1.917629113,-0.7142857143,-5.376344086,2.039901367,0.4285714286,3.409090909,2024-05-09,7.648333333,-
12.57142857,87.42857143,674.8571429,2024-05-03,1.862828112,-3,-19.26605505,1.888574127,-1.142857143,-9.090909091,2024-05-10,7.718954248,-
10.28571429,68.28571429,602.2857143,2024-05-04,1.707779886,-5.857142857,-36.28318584,2.2203061,4.428571429,43.05555556,2024-05-11,8.820083682,-
10.28571429,68.28571429,603.7142857,2024-05-05,1.70373876,-5.714285714,-35.71428571,2.237671084,4.428571429,43.05555556,2024-05-12,8.841004184,-
10.42857143,68.28571429,602,2024-05-06,1.732320835,-5.285714286,-33.63636364,2.229508197,4.142857143,39.7260274,2024-05-13,8.815899582,-
11.57142857,64.28571429,592.2857143,2024-05-07,1.953690304,-4.142857143,-26.36363636,2.555480834,4.714285714,40.74074074,2024-05-14,9.213333333,-
10,60.71428571,587.5714286,2024-05-08,1.701920739,-4.857142857,-32.69230769,3.018956237,8.428571429,84.28571429,2024-05-15,9.677647059,-
13,76.57142857,637.2857143,2024-05-09,2.039901367,0.4285714286,3.409090909,3.067776457,5.428571429,41.75824176,2024-05-16,8.322761194,-
11.42857143,71.71428571,605.1428571,2024-05-10,1.888574127,-1.142857143,-9.090909091,3.323903819,8.714285714,76.25,2024-05-17,8.438247012,-
14.71428571,82.85714286,662.7142857,2024-05-11,2.2203061,4.428571429,43.05555556,3.571428571,6.142857143,41.74757282,2024-05-18,7.998275862,-
14.71428571,82.85714286,657.5714286,2024-05-12,2.237671084,4.428571429,43.05555556,-,-,-,-,7.936206897,-
14.57142857,82.85714286,653.5714286,2024-05-13,2.229508197,4.142857143,39.7260274,-,-,-,-,7.887931034,-
16.28571429,77,637.2857143,2024-05-14,2.555480834,4.714285714,40.74074074,-,-,-,-,8.276437848,-
18.42857143,76.71428571,610.4285714,2024-05-15,3.018956237,8.428571429,84.28571429,-,-,-,-,7.95716946,-
18.42857143,74.71428571,600.7142857,2024-05-16,3.067776457,5.428571429,41.75824176,-,-,-,-,8.040152964,-
20.14285714,73.85714286,606,2024-05-17,3.323903819,8.714285714,76.25,-,-,-,-,8.205029014,-
20.85714286,74.85714286,584,2024-05-18,3.571428571,6.142857143,41.74757282,-,-,-,-,7.801526718,-
