Date,Voivodeships,Districts,Terytorial Code,14D Total Deaths / 10000,7D AVR Infections / 10000,(% ) Booster Dose,Date - Booster Dose,Population / 10000,t14,t13,t12,t11,t10,t9,t8,t7,t6,t5,t4,t3,t2,t1,t
2023-04-03,Entire Country,Entire Country,0000,0.06,0.34,38.06,2023-04-01,3823.19,0.75,0.72,0.68,0.65,0.61,0.58,0.57,0.57,0.52,0.47,0.42,0.39,0.35,0.35,0.34
2023-04-03,dolnośląskie,Bolesławiecki,0201,0.00,0.40,31.77,2023-04-01,8.98,0.65,0.65,0.78,0.84,0.94,0.95,0.94,0.97,0.90,0.68,0.54,0.48,0.43,0.43,0.40
2023-04-03,dolnośląskie,Dzierżoniowski,0202,0.00,0.34,35.03,2023-04-01,9.99,0.74,0.88,0.85,0.56,0.51,0.47,0.46,0.47,0.44,0.47,0.44,0.38,0.34,0.34,0.34
2023-04-03,dolnośląskie,Głogowski,0203,0.00,0.31,42.49,2023-04-01,8.84,0.92,0.80,0.53,0.48,0.43,0.39,0.40,0.35,0.40,0.37,0.34,0.35,0.32,0.31,0.31
2023-04-03,dolnośląskie,Górowski,0204,0.00,0.08,28.22,2023-04-01,3.46,0.33,0.17,0.12,0.12,0.12,0.08,0.08,0.08,0.08,0.04,0.00,0.00,0.08,0.08,0.08
2023-04-03,dolnośląskie,Jaworski,0205,0.00,0.11,35.57,2023-04-01,4.97,0.23,0.17,0.11,0.14,0.11,0.14,0.09,0.09,0.06,0.06,0.03,0.06,0.06,0.06,0.11
2023-04-03,dolnośląskie,Karkonoski,0206,0.00,0.25,29.20,2023-04-01,6.33,0.25,0.29,0.27,0.32,0.32,0.25,0.25,0.25,0.20,0.16,0.14,0.20,0.25,0.25,0.25
2023-04-03,dolnośląskie,Kamiennogórski,0207,0.00,0.13,36.62,2023-04-01,4.28,0.60,0.70,0.40,0.43,0.46,0.43,0.43,0.43,0.36,0.36,0.20,0.17,0.13,0.13,0.13
2023-04-03,dolnośląskie,Kłodzki,0208,0.00,0.06,35.79,2023-04-01,15.63,0.27,0.31,0.20,0.15,0.14,0.12,0.12,0.11,0.04,0.06,0.04,0.05,0.06,0.06,0.06
2023-04-03,dolnośląskie,Legnicki,0209,0.00,0.15,32.09,2023-04-01,5.51,0.28,0.36,0.33,0.39,0.39,0.41,0.39,0.31,0.33,0.31,0.21,0.18,0.13,0.13,0.15
2023-04-03,dolnośląskie,Lubański,0210,0.00,0.21,31.73,2023-04-01,5.39,0.61,0.31,0.24,0.34,0.37,0.29,0.29,0.31,0.37,0.31,0.18,0.13,0.24,0.24,0.21
2023-04-03,dolnośląskie,Lubiński,0211,0.00,0.25,43.68,2023-04-01,10.59,0.57,0.51,0.51,0.57,0.51,0.53,0.53,0.55,0.54,0.46,0.43,0.36,0.30,0.27,0.25
2023-04-03,dolnośląskie,Lwówecki,0212,0.00,0.28,39.35,2023-04-01,4.56,0.44,0.28,0.25,0.31,0.25,0.34,0.34,0.34,0.47,0.44,0.34,0.41,0.28,0.28,0.28
2023-04-03,dolnośląskie,Milicki,0213,0.00,1.59,35.45,2023-04-01,3.68,0.46,0.42,0.54,0.54,0.42,0.81,0.81,0.81,1.74,1.90,1.90,2.01,1.59,1.59,1.59
2023-04-03,dolnośląskie,Oleśnicki,0214,0.00,0.16,52.70,2023-04-01,10.73,0.27,0.23,0.16,0.19,0.17,0.15,0.13,0.13,0.20,0.21,0.16,0.15,0.15,0.16,0.16
2023-04-03,dolnośląskie,Oławski,0215,0.00,0.17,25.60,2023-04-01,4.36,0.28,0.24,0.26,0.19,0.17,0.19,0.17,0.17,0.20,0.22,0.24,0.20,0.15,0.17,0.17
