Date,Voivodeships,Districts,Terytorial Code,14D Total Deaths / 10000,7D AVR Infections / 10000,(% ) Booster Dose,Date - Booster Dose,Population / 10000,t14,t13,t12,t11,t10,t9,t8,t7,t6,t5,t4,t3,t2,t1,t
2023-04-04,Entire Country,Entire Country,0000,0.05,0.31,38.06,2023-04-01,3823.19,0.72,0.68,0.65,0.61,0.58,0.57,0.57,0.52,0.47,0.42,0.39,0.35,0.35,0.34,0.31
2023-04-04,dolnośląskie,Bolesławiecki,0201,0.00,0.25,31.77,2023-04-01,8.98,0.65,0.78,0.84,0.94,0.95,0.94,0.97,0.90,0.68,0.54,0.48,0.43,0.43,0.40,0.25
2023-04-04,dolnośląskie,Dzierżoniowski,0202,0.00,0.20,35.03,2023-04-01,9.99,0.88,0.85,0.56,0.51,0.47,0.46,0.47,0.44,0.47,0.44,0.38,0.34,0.34,0.34,0.20
2023-04-04,dolnośląskie,Głogowski,0203,0.00,0.29,42.49,2023-04-01,8.84,0.80,0.53,0.48,0.43,0.39,0.40,0.35,0.40,0.37,0.34,0.35,0.32,0.31,0.31,0.29
2023-04-04,dolnośląskie,Górowski,0204,0.00,0.08,28.22,2023-04-01,3.46,0.17,0.12,0.12,0.12,0.08,0.08,0.08,0.08,0.04,0.00,0.00,0.08,0.08,0.08,0.08
2023-04-04,dolnośląskie,Jaworski,0205,0.00,0.14,35.57,2023-04-01,4.97,0.17,0.11,0.14,0.11,0.14,0.09,0.09,0.06,0.06,0.03,0.06,0.06,0.06,0.11,0.14
2023-04-04,dolnośląskie,Karkonoski,0206,0.00,0.25,29.20,2023-04-01,6.33,0.29,0.27,0.32,0.32,0.25,0.25,0.25,0.20,0.16,0.14,0.20,0.25,0.25,0.25,0.25
2023-04-04,dolnośląskie,Kamiennogórski,0207,0.00,0.03,36.62,2023-04-01,4.28,0.70,0.40,0.43,0.46,0.43,0.43,0.43,0.36,0.36,0.20,0.17,0.13,0.13,0.13,0.03
2023-04-04,dolnośląskie,Kłodzki,0208,0.00,0.08,35.79,2023-04-01,15.63,0.31,0.20,0.15,0.14,0.12,0.12,0.11,0.04,0.06,0.04,0.05,0.06,0.06,0.06,0.08
2023-04-04,dolnośląskie,Legnicki,0209,0.00,0.08,32.09,2023-04-01,5.51,0.36,0.33,0.39,0.39,0.41,0.39,0.31,0.33,0.31,0.21,0.18,0.13,0.13,0.15,0.08
