Date,Voivodeships,Districts,Terytorial Code,14D Total Deaths / 10000,7D AVR Infections / 10000,(% ) Booster Dose,Date - Booster Dose,Population / 10000,t14,t13,t12,t11,t10,t9,t8,t7,t6,t5,t4,t3,t2,t1,t
2024-10-21,Entire Country,Entire Country,0000,0.01,0.14,39.50,2024-10-19,3823.19,0.26,0.25,0.24,0.23,0.22,0.22,0.22,0.21,0.19,0.18,0.17,0.16,0.14,0.14,0.14
2024-10-21,dolnośląskie,Bolesławiecki,0201,0.00,0.14,32.75,2024-10-19,8.98,0.32,0.27,0.22,0.20,0.24,0.27,0.27,0.27,0.27,0.21,0.21,0.16,0.14,0.14,0.14
2024-10-21,dolnośląskie,Dzierżoniowski,0202,0.00,0.26,36.41,2024-10-19,9.99,0.44,0.36,0.34,0.30,0.27,0.30,0.30,0.30,0.29,0.27,0.31,0.31,0.26,0.26,0.26
2024-10-21,dolnośląskie,Głogowski,0203,0.00,0.08,44.52,2024-10-19,8.84,0.22,0.21,0.14,0.14,0.11,0.10,0.10,0.10,0.13,0.13,0.11,0.08,0.08,0.08,0.08
2024-10-21,dolnośląskie,Górowski,0204,0.00,0.04,29.05,2024-10-19,3.46,0.16,0.00,0.00,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.00,0.04,0.04,0.04,0.04
2024-10-21,dolnośląskie,Jaworski,0205,0.00,0.09,37.10,2024-10-19,4.97,0.09,0.03,0.03,0.03,0.06,0.06,0.06,0.06,0.06,0.06,0.11,0.09,0.09,0.09,0.09
2024-10-21,dolnośląskie,Karkonoski,0206,0.00,0.45,30.12,2024-10-19,6.33,0.32,0.32,0.36,0.38,0.36,0.32,0.32,0.32,0.32,0.41,0.38,0.52,0.45,0.45,0.45
2024-10-21,dolnośląskie,Kamiennogórski,0207,0.00,0.00,37.50,2024-10-19,4.28,0.07,0.07,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024-10-21,dolnośląskie,Kłodzki,0208,0.00,0.05,36.71,2024-10-19,15.63,0.05,0.05,0.04,0.04,0.04,0.01,0.02,0.02,0.02,0.03,0.03,0.06,0.06,0.05,0.05
2024-10-21,dolnośląskie,Legnicki,0209,0.00,0.03,33.25,2024-10-19,5.51,0.13,0.13,0.10,0.08,0.03,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.03,0.03,0.03
2024-10-21,dolnośląskie,Lubański,0210,0.00,0.00,32.91,2024-10-19,5.39,0.08,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.00,0.00,0.00,0.00
2024-10-21,dolnośląskie,Lubiński,0211,0.00,0.22,45.48,2024-10-19,10.59,0.58,0.43,0.35,0.34,0.40,0.35,0.35,0.35,0.36,0.36,0.32,0.24,0.22,0.22,0.22
2024-10-21,dolnośląskie,Lwówecki,0212,0.00,0.03,40.94,2024-10-19,4.56,0.09,0.09,0.09,0.06,0.06,0.06,0.06,0.06,0.06,0.03,0.03,0.03,0.03,0.03,0.03
2024-10-21,dolnośląskie,Milicki,0213,0.00,0.04,36.42,2024-10-19,3.68,0.39,0.35,0.46,0.39,0.42,0.31,0.31,0.31,0.23,0.12,0.08,0.04,0.04,0.04,0.04
2024-10-21,dolnośląskie,Oleśnicki,0214,0.00,0.01,54.04,2024-10-19,10.73,0.12,0.08,0.09,0.12,0.08,0.07,0.07,0.07,0.04,0.03,0.01,0.01,0.01,0.01,0.01
2024-10-21,dolnośląskie,Oławski,0215,0.00,0.06,27.54,2024-10-19,4.36,0.11,0.09,0.09,0.07,0.06,0.04,0.04,0.04,0.06,0.07,0.07,0.06,0.06,0.06,0.06
2024-10-21,dolnośląskie,Polkowicki,0216,0.00,0.05,28.50,2024-10-19,6.30,0.23,0.23,0.16,0.14,0.11,0.09,0.09,0.09,0.11,0.11,0.07,0.05,0.05,0.05,0.05
2024-10-21,dolnośląskie,Strzeliński,0217,0.00,0.00,36.77,2024-10-19,4.32,0.07,0.10,0.13,0.10,0.10,0.10,0.10,0.10,0.07,0.00,0.00,0.00,0.00,0.00,0.00
2024-10-21,dolnośląskie,Średzki,0218,0.00,0.08,25.66,2024-10-19,5.55,0.23,0.13,0.18,0.15,0.10,0.13,0.13,0.13,0.10,0.05,0.08,0.10,0.08,0.08,0.08
2024-10-21,dolnośląskie,Świdnicki,0219,0.00,0.03,37.98,2024-10-19,15.60,0.08,0.06,0.08,0.10,0.08,0.06,0.06,0.06,0.06,0.05,0.02,0.03,0.03,0.03,0.03
2024-10-21,dolnośląskie,Trzebnicki,0220,0.00,0.05,34.13,2024-10-19,8.52,0.15,0.15,0.10,0.10,0.10,0.08,0.08,0.08,0.02,0.02,0.03,0.05,0.05,0.05,0.05
2024-10-21,dolnośląskie,Wałbrzyski,0221,0.00,0.15,25.06,2024-10-19,5.51,0.05,0.05,0.08,0.08,0.03,0.08,0.08,0.08,0.10,0.08,0.13,0.15,0.15,0.15,0.15
2024-10-21,dolnośląskie,Wołowski,0222,0.00,0.03,36.47,2024-10-19,4.66,0.06,0.06,0.03,0.03,0.03,0.00,0.00,0.00,0.03,0.03,0.03,0.03,0.03,0.03,0.03
2024-10-21,dolnośląskie,Wrocławski,0223,0.00,0.09,33.99,2024-10-19,15.63,0.16,0.17,0.14,0.10,0.12,0.13,0.13,0.13,0.09,0.08,0.09,0.09,0.09,0.09,0.09
2024-10-21,dolnośląskie,Ząbkowicki,0224,0.00,0.05,35.43,2024-10-19,6.41,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.02,0.02,0.05,0.05,0.05,0.05
2024-10-21,dolnośląskie,Zgorzelecki,0225,0.00,0.02,36.83,2024-10-19,8.84,0.02,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
2024-10-21,dolnośląskie,Złotoryjski,0226,0.00,0.00,38.52,2024-10-19,4.30,0.10,0.07,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024-10-21,dolnośląskie,Jelenia Góra,0261,0.13,0.18,57.97,2024-10-19,7.83,0.24,0.13,0.11,0.20,0.27,0.24,0.24,0.24,0.27,0.25,0.22,0.18,0.18,0.18,0.18
2024-10-21,dolnośląskie,Legnica,0262,0.00,0.01,46.13,2024-10-19,9.84,0.03,0.03,0.03,0.01,0.01,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2024-10-21,dolnośląskie,Wrocław,0264,0.00,0.10,73.45,2024-10-19,64.19,0.17,0.15,0.16,0.16,0.14,0.14,0.14,0.14,0.15,0.13,0.11,0.12,0.10,0.10,0.10
2024-10-21,dolnośląskie,Wałbrzych,0265,0.00,0.01,56.45,2024-10-19,11.00,0.03,0.05,0.04,0.04,0.03,0.03,0.03,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01
