Date,Voivodeships,Districts,Terytorial Code,14D Total Deaths / 10000,7D AVR Infections / 10000,(% ) Booster Dose,Date - Booster Dose,Population / 10000,t14,t13,t12,t11,t10,t9,t8,t7,t6,t5,t4,t3,t2,t1,t
2024-10-16,Entire Country,Entire Country,0000,0.01,0.18,39.50,2024-10-12,3823.19,0.33,0.31,0.28,0.26,0.26,0.26,0.25,0.24,0.23,0.22,0.22,0.22,0.21,0.19,0.18
2024-10-16,dolnośląskie,Bolesławiecki,0201,0.00,0.21,32.75,2024-10-12,8.98,0.49,0.51,0.41,0.32,0.32,0.32,0.27,0.22,0.20,0.24,0.27,0.27,0.27,0.27,0.21
2024-10-16,dolnośląskie,Dzierżoniowski,0202,0.00,0.27,36.41,2024-10-12,9.99,0.57,0.55,0.47,0.44,0.44,0.44,0.36,0.34,0.30,0.27,0.30,0.30,0.30,0.29,0.27
2024-10-16,dolnośląskie,Głogowski,0203,0.00,0.13,44.52,2024-10-12,8.84,0.24,0.19,0.24,0.22,0.22,0.22,0.21,0.14,0.14,0.11,0.10,0.10,0.10,0.13,0.13
2024-10-16,dolnośląskie,Górowski,0204,0.00,0.04,29.05,2024-10-12,3.46,0.21,0.16,0.16,0.16,0.16,0.16,0.00,0.00,0.04,0.04,0.04,0.04,0.04,0.04,0.04
2024-10-16,dolnośląskie,Jaworski,0205,0.00,0.06,37.10,2024-10-12,4.97,0.06,0.06,0.06,0.09,0.09,0.09,0.03,0.03,0.03,0.06,0.06,0.06,0.06,0.06,0.06
2024-10-16,dolnośląskie,Karkonoski,0206,0.00,0.41,30.12,2024-10-12,6.33,0.34,0.27,0.29,0.32,0.32,0.32,0.32,0.36,0.38,0.36,0.32,0.32,0.32,0.32,0.41
2024-10-16,dolnośląskie,Kamiennogórski,0207,0.00,0.00,37.50,2024-10-12,4.28,0.20,0.16,0.13,0.07,0.07,0.07,0.07,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024-10-16,dolnośląskie,Kłodzki,0208,0.00,0.03,36.71,2024-10-12,15.63,0.04,0.04,0.02,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.01,0.02,0.02,0.02,0.03
2024-10-16,dolnośląskie,Legnicki,0209,0.00,0.10,33.25,2024-10-12,5.51,0.08,0.10,0.15,0.13,0.13,0.13,0.13,0.10,0.08,0.03,0.10,0.10,0.10,0.10,0.10
2024-10-16,dolnośląskie,Lubański,0210,0.00,0.03,32.91,2024-10-12,5.39,0.05,0.05,0.08,0.08,0.08,0.08,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
2024-10-16,dolnośląskie,Lubiński,0211,0.00,0.36,45.48,2024-10-12,10.59,0.49,0.55,0.53,0.58,0.58,0.58,0.43,0.35,0.34,0.40,0.35,0.35,0.35,0.36,0.36
2024-10-16,dolnośląskie,Lwówecki,0212,0.00,0.03,40.94,2024-10-12,4.56,0.09,0.13,0.13,0.09,0.09,0.09,0.09,0.09,0.06,0.06,0.06,0.06,0.06,0.06,0.03
2024-10-16,dolnośląskie,Milicki,0213,0.00,0.12,36.42,2024-10-12,3.68,0.66,0.70,0.42,0.39,0.39,0.39,0.35,0.46,0.39,0.42,0.31,0.31,0.31,0.23,0.12
2024-10-16,dolnośląskie,Oleśnicki,0214,0.00,0.03,54.04,2024-10-12,10.73,0.12,0.09,0.13,0.12,0.12,0.12,0.08,0.09,0.12,0.08,0.07,0.07,0.07,0.04,0.03
2024-10-16,dolnośląskie,Oławski,0215,0.00,0.07,27.54,2024-10-12,4.36,0.17,0.17,0.13,0.11,0.11,0.11,0.09,0.09,0.07,0.06,0.04,0.04,0.04,0.06,0.07
2024-10-16,dolnośląskie,Polkowicki,0216,0.00,0.11,28.50,2024-10-12,6.30,0.18,0.25,0.27,0.23,0.23,0.23,0.23,0.16,0.14,0.11,0.09,0.09,0.09,0.11,0.11
2024-10-16,dolnośląskie,Strzeliński,0217,0.00,0.00,36.77,2024-10-12,4.32,0.16,0.10,0.10,0.07,0.07,0.07,0.10,0.13,0.10,0.10,0.10,0.10,0.10,0.07,0.00
2024-10-16,dolnośląskie,Średzki,0218,0.00,0.05,25.66,2024-10-12,5.55,0.28,0.26,0.28,0.23,0.23,0.23,0.13,0.18,0.15,0.10,0.13,0.13,0.13,0.10,0.05
2024-10-16,dolnośląskie,Świdnicki,0219,0.00,0.05,37.98,2024-10-12,15.60,0.11,0.08,0.06,0.08,0.08,0.08,0.06,0.08,0.10,0.08,0.06,0.06,0.06,0.06,0.05
2024-10-16,dolnośląskie,Trzebnicki,0220,0.00,0.02,34.13,2024-10-12,8.52,0.17,0.17,0.15,0.15,0.15,0.15,0.15,0.10,0.10,0.10,0.08,0.08,0.08,0.02,0.02
