wojewodztwo,powiat_miasto,liczba_szczepien_ogolnie,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt,dawka_1_ogolem,dawka_1_dziennie,dawka_3_ogolem,dawka_3_dziennie,dawka_przypominajaca_ogolem,dawka_przypominajaca_dziennie
woj_puste,pow_puste,55,0,0,0,t00,0,0,0,0,55,0
dolnośląskie,bolesławiecki,115281,1,38593,0,t0201,47216,0,119,0,29353,1
dolnośląskie,dzierżoniowski,116538,0,37591,0,t0202,42464,0,130,0,36353,0
dolnośląskie,głogowski,116918,13,35250,0,t0203,42268,0,176,0,39224,13
dolnośląskie,górowski,40336,0,13959,0,t0204,16470,0,69,0,9838,0
dolnośląskie,jaworski,64528,0,20807,0,t0205,25234,0,45,0,18442,0
dolnośląskie,jeleniogórski,77339,3,26379,0,t0206,31560,0,364,0,19036,3
dolnośląskie,kamiennogórski,52943,0,17242,0,t0207,19559,0,105,0,16037,0
dolnośląskie,kłodzki,204207,12,68221,0,t0208,78077,0,628,0,57281,12
dolnośląskie,legnicki,67936,0,22039,0,t0209,27404,0,178,0,18315,0
dolnośląskie,lubański,53243,3,14862,0,t0210,20570,0,102,0,17709,3
dolnośląskie,lubiński,189741,0,67080,0,t0211,73866,0,681,0,48114,0
dolnośląskie,lwówecki,68307,0,22917,0,t0212,26546,0,226,0,18618,0
dolnośląskie,milicki,53079,0,18790,0,t0213,20848,0,105,0,13336,0
dolnośląskie,oleśnicki,182510,13,56535,0,t0214,67607,0,443,0,57925,13
dolnośląskie,oławski,60871,10,22898,0,t0215,25921,0,97,0,11955,10
dolnośląskie,polkowicki,66334,13,21293,0,t0216,27059,0,57,0,17925,13
dolnośląskie,strzeliński,59064,0,20141,0,t0217,22693,0,384,0,15846,0
dolnośląskie,średzki,41970,0,12725,0,t0218,14547,0,468,0,14230,0
dolnośląskie,świdnicki,181272,14,55774,0,t0219,65247,0,1078,0,59173,14
dolnośląskie,trzebnicki,98495,0,33479,0,t0220,35537,0,405,0,29074,0
dolnośląskie,wałbrzyski,49650,4,17099,0,t0221,18513,0,262,0,13776,4
dolnośląskie,wołowski,67308,1,22207,0,t0222,27982,0,232,0,16887,1
dolnośląskie,wrocławski,176762,0,58407,0,t0223,64355,0,950,0,53050,0
dolnośląskie,ząbkowicki,86995,0,29492,0,t0224,34557,0,260,0,22686,0
dolnośląskie,zgorzelecki,103810,0,31908,0,t0225,39219,0,191,0,32492,0
dolnośląskie,złotoryjski,57431,0,18416,0,t0226,22316,0,131,0,16568,0
dolnośląskie,Jelenia Góra,149281,2,49491,0,t0261,54022,0,422,0,45346,2
dolnośląskie,Legnica,150681,15,48885,0,t0262,56208,0,348,0,45240,15
dolnośląskie,Wrocław,1667601,57,556124,0,t0264,636866,0,4238,0,470373,57
dolnośląskie,Wałbrzych,292246,9,106875,0,t0265,122919,0,603,0,61849,9
kujawsko-pomorskie,aleksandrowski,166215,0,67132,0,t0401,73221,0,404,0,25458,0
kujawsko-pomorskie,brodnicki,112857,0,39831,0,t0402,44768,0,1344,0,26914,0
kujawsko-pomorskie,bydgoski,124665,24,42517,0,t0403,46716,0,270,0,35162,24
kujawsko-pomorskie,chełmiński,68313,5,23055,0,t0404,25570,0,53,0,19635,5
kujawsko-pomorskie,golubsko-dobrzyński,51943,0,18751,0,t0405,21295,0,339,0,11558,0
kujawsko-pomorskie,grudziądzki,39215,0,13914,0,t0406,16574,0,30,0,8697,0
kujawsko-pomorskie,inowrocławski,170422,0,57051,0,t0407,62690,0,427,0,50254,0
kujawsko-pomorskie,lipnowski,81803,1,28856,0,t0408,33305,0,341,0,19301,1
kujawsko-pomorskie,mogileński,58530,0,19145,0,t0409,21899,0,154,0,17332,0
kujawsko-pomorskie,nakielski,135629,1,44471,0,t0410,56193,0,443,0,34522,1
kujawsko-pomorskie,radziejowski,62999,29,23241,0,t0411,25857,0,528,0,13373,29
kujawsko-pomorskie,rypiński,56628,26,19663,0,t0412,22167,0,75,0,14723,26
kujawsko-pomorskie,sępoleński,70514,0,24961,0,t0413,29847,0,134,0,15572,0
kujawsko-pomorskie,świecki,128852,0,42648,0,t0414,50156,0,388,0,35660,0
kujawsko-pomorskie,toruński,103126,0,35703,0,t0415,44393,0,411,0,22619,0
kujawsko-pomorskie,tucholski,61697,0,21148,0,t0416,24263,0,157,0,16129,0
kujawsko-pomorskie,wąbrzeski,44317,0,15029,0,t0417,17801,0,244,0,11243,0
kujawsko-pomorskie,włocławski,97224,20,35633,0,t0418,38772,0,276,0,22543,20
kujawsko-pomorskie,żniński,77429,34,28520,0,t0419,31025,0,403,0,17481,34
kujawsko-pomorskie,Bydgoszcz,730464,32,231292,0,t0461,268732,0,1463,0,228977,32
kujawsko-pomorskie,Grudziądz,192238,4,65482,0,t0462,76898,0,558,0,49300,4
kujawsko-pomorskie,Toruń,363531,26,107639,0,t0463,127117,0,918,0,127857,26
kujawsko-pomorskie,Włocławek,168545,4,50724,0,t0464,64370,0,1082,0,52369,4
lubelskie,bialski,95195,0,32987,0,t0601,38920,0,591,0,22697,0
lubelskie,biłgorajski,85723,7,30131,0,t0602,33894,0,72,0,21626,7
lubelskie,chełmski,55935,0,20062,0,t0603,22032,0,317,0,13524,0
lubelskie,hrubieszowski,70787,0,24290,0,t0604,28563,0,1431,0,16503,0
lubelskie,janowski,45344,0,16897,0,t0605,19158,0,524,0,8765,0
lubelskie,krasnostawski,65890,0,22147,0,t0606,25746,0,463,0,17534,0
lubelskie,kraśnicki,103906,6,37269,0,t0607,41577,0,349,0,24711,6
lubelskie,lubartowski,86130,2,31179,0,t0608,34939,0,1115,0,18897,2
lubelskie,lubelski,132157,5,46287,0,t0609,54356,0,579,0,30935,5
lubelskie,łęczyński,59440,0,22151,0,t0610,23998,0,502,0,12789,0
lubelskie,łukowski,89126,0,32015,0,t0611,36823,0,232,0,20056,0
