wojewodztwo,powiat_miasto,liczba_szczepien_ogolnie,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt,dawka_1_ogolem,dawka_1_dziennie,dawka_3_ogolem,dawka_3_dziennie,dawka_przypominajaca_ogolem,dawka_przypominajaca_dziennie
woj_puste,pow_puste,4,0,0,0,t00,0,0,0,0,4,0
dolnośląskie,bolesławiecki,108499,50,38482,11,t0201,47122,3,145,0,22750,36
dolnośląskie,dzierżoniowski,106393,44,37490,3,t0202,42365,1,153,0,26385,40
dolnośląskie,głogowski,105522,67,35122,25,t0203,42057,5,184,0,28159,37
dolnośląskie,górowski,38346,0,13953,0,t0204,16465,0,79,0,7849,0
dolnośląskie,jaworski,59903,7,20755,1,t0205,25182,1,44,0,13922,5
dolnośląskie,jeleniogórski,72383,10,26279,0,t0206,31441,0,401,0,14262,10
dolnośląskie,kamiennogórski,49299,14,17201,0,t0207,19516,2,107,0,12475,12
dolnośląskie,kłodzki,190335,112,68120,11,t0208,77950,7,1338,0,42927,94
dolnośląskie,legnicki,63654,3,22010,0,t0209,27384,0,269,0,13991,3
dolnośląskie,lubański,48538,28,14799,0,t0210,20404,3,110,0,13225,25
dolnośląskie,lubiński,177279,79,66873,9,t0211,73659,8,999,0,35748,62
dolnośląskie,lwówecki,63667,9,22859,5,t0212,26501,1,319,0,13988,3
dolnośląskie,milicki,50006,14,18748,7,t0213,20814,3,120,0,10324,4
dolnośląskie,oleśnicki,168214,87,56239,11,t0214,67306,6,536,0,44133,70
dolnośląskie,oławski,58211,0,22866,0,t0215,25880,0,99,0,9366,0
dolnośląskie,polkowicki,61847,7,21227,0,t0216,26990,1,52,0,13578,6
dolnośląskie,strzeliński,55113,51,20091,12,t0217,22652,7,518,0,11852,32
dolnośląskie,średzki,38297,4,12658,0,t0218,14468,0,484,0,10687,4
dolnośląskie,świdnicki,164459,72,55537,8,t0219,65030,6,1255,1,42637,57
dolnośląskie,trzebnicki,90607,46,33381,7,t0220,35435,1,453,1,21338,37
dolnośląskie,wałbrzyski,45779,12,17062,1,t0221,18480,1,259,0,9978,10
dolnośląskie,wołowski,63556,6,22152,1,t0222,27952,0,320,0,13132,5
dolnośląskie,wrocławski,160752,61,57855,13,t0223,63792,4,1241,1,37864,43
dolnośląskie,ząbkowicki,81556,40,29387,6,t0224,34449,0,337,0,17383,34
dolnośląskie,zgorzelecki,95692,41,31790,2,t0225,39121,3,231,0,24550,36
dolnośląskie,złotoryjski,53444,6,18368,0,t0226,22264,0,223,0,12589,6
dolnośląskie,Jelenia Góra,135066,74,49293,4,t0261,53807,7,460,0,31506,63
dolnośląskie,Legnica,136369,18,48690,0,t0262,55998,0,496,0,31185,18
dolnośląskie,Wrocław,1520232,830,552380,72,t0264,632435,44,4790,5,330627,709
dolnośląskie,Wałbrzych,276694,97,106572,21,t0265,122627,6,830,0,46665,70
kujawsko-pomorskie,aleksandrowski,160218,12,67060,1,t0401,73174,1,531,0,19453,10
kujawsko-pomorskie,brodnicki,106285,65,39718,17,t0402,44662,1,1506,1,20399,46
kujawsko-pomorskie,bydgoski,115102,38,42419,4,t0403,46582,2,402,0,25699,32
kujawsko-pomorskie,chełmiński,63317,13,23011,0,t0404,25529,0,52,0,14725,13
kujawsko-pomorskie,golubsko-dobrzyński,49135,7,18744,0,t0405,21285,0,341,0,8765,7
kujawsko-pomorskie,grudziądzki,37693,7,13893,0,t0406,16552,1,25,0,7223,6
kujawsko-pomorskie,inowrocławski,153665,18,56802,0,t0407,62365,1,524,0,33974,17
kujawsko-pomorskie,lipnowski,77579,10,28787,2,t0408,33258,0,347,0,15187,8
kujawsko-pomorskie,mogileński,55036,9,19083,0,t0409,21834,2,189,0,13930,7
kujawsko-pomorskie,nakielski,127995,6,44302,0,t0410,55985,0,493,0,27215,6
kujawsko-pomorskie,radziejowski,60160,0,23229,0,t0411,25849,0,649,0,10433,0
kujawsko-pomorskie,rypiński,53509,35,19611,12,t0412,22131,2,112,0,11655,21
kujawsko-pomorskie,sępoleński,66571,0,24912,0,t0413,29781,0,139,0,11739,0
kujawsko-pomorskie,świecki,120560,42,42552,11,t0414,50063,4,410,0,27535,27
kujawsko-pomorskie,toruński,97862,3,35653,1,t0415,44335,0,434,0,17440,2
kujawsko-pomorskie,tucholski,57939,0,21109,0,t0416,24235,0,209,0,12386,0
kujawsko-pomorskie,wąbrzeski,41507,12,14989,3,t0417,17768,0,277,0,8473,9
kujawsko-pomorskie,włocławski,92352,1,35549,0,t0418,38706,0,281,0,17816,1
kujawsko-pomorskie,żniński,72902,0,28498,0,t0419,31003,0,543,0,12858,0
kujawsko-pomorskie,Bydgoszcz,662980,215,230298,13,t0461,267625,11,1572,3,163485,188
kujawsko-pomorskie,Grudziądz,178811,71,65299,9,t0462,76595,6,616,0,36301,56
kujawsko-pomorskie,Toruń,326542,138,107031,8,t0463,126433,8,1195,0,91883,122
kujawsko-pomorskie,Włocławek,155678,92,50482,5,t0464,64110,2,1184,0,39902,85
lubelskie,bialski,90724,20,32937,4,t0601,38860,2,644,0,18283,14
lubelskie,biłgorajski,81450,1,30013,0,t0602,33777,0,83,0,17577,1
lubelskie,chełmski,53473,0,20050,0,t0603,22024,0,371,0,11028,0
lubelskie,hrubieszowski,67775,13,24260,9,t0604,28533,1,1601,0,13381,3
lubelskie,janowski,43780,9,16860,1,t0605,19129,1,545,0,7246,7
lubelskie,krasnostawski,62124,0,22097,0,t0606,25705,0,559,0,13763,0
lubelskie,kraśnicki,99168,30,37176,3,t0607,41495,3,374,0,20123,24
lubelskie,lubartowski,82429,29,31136,7,t0608,34895,3,1318,0,15080,19
lubelskie,lubelski,126538,17,46160,2,t0609,54245,0,773,0,25360,15
lubelskie,łęczyński,56993,20,22103,5,t0610,23951,3,588,0,10351,12
lubelskie,łukowski,85742,30,31974,7,t0611,36770,4,255,0,16743,19
lubelskie,opolski,68453,24,25090,3,t0612,29097,2,255,0,14011,19
lubelskie,parczewski,40897,0,15060,0,t0613,17724,0,504,0,7609,0
lubelskie,puławski,143571,62,53664,20,t0614,58914,5,463,0,30530,37
lubelskie,radzyński,46181,3,17215,0,t0615,19549,0,230,0,9187,3
lubelskie,rycki,77092,21,29365,6,t0616,31769,2,435,0,15523,13
lubelskie,świdnicki,73657,25,26463,2,t0617,28894,4,166,0,18134,19
lubelskie,tomaszowski,82169,5,30000,0,t0618,35212,5,297,0,16660,0
lubelskie,włodawski,49477,33,18394,6,t0619,21093,1,169,0,9821,26
lubelskie,zamojski,71726,0,27515,0,t0620,28841,0,360,0,15010,0
lubelskie,Biała Podlaska,104652,47,39397,15,t0661,45301,1,170,0,19784,31
lubelskie,Chełm,98160,48,34592,2,t0662,41853,2,189,0,21526,44
lubelskie,Lublin,653427,215,235246,31,t0663,281290,13,2880,0,134011,171
lubelskie,Zamość,131193,42,49193,9,t0664,55829,3,261,0,25910,30
lubuskie,gorzowski,45325,2,16282,0,t0801,18352,0,352,0,10339,2
lubuskie,krośnieński,74720,28,27427,0,t0802,31955,2,60,0,15278,26
lubuskie,międzyrzecki,94987,10,35323,0,t0803,40775,10,772,0,18117,0
lubuskie,nowosolski,137968,36,47420,9,t0804,59955,1,449,0,30144,26
lubuskie,słubicki,61692,0,22198,0,t0805,25939,0,109,0,13446,0
lubuskie,strzelecko-drezdenecki,74326,20,26274,10,t0806,33614,0,179,0,14259,10
lubuskie,sulęciński,48950,3,16623,1,t0807,21525,0,293,0,10509,2
lubuskie,świebodziński,79211,18,28873,2,t0808,34093,1,94,0,16151,15
lubuskie,zielonogórski,124211,25,46376,2,t0809,54538,1,881,0,22416,22
lubuskie,żagański,107488,22,36572,3,t0810,45027,5,632,0,25257,14
lubuskie,żarski,145562,61,53265,7,t0811,61748,7,234,0,30315,47
lubuskie,wschowski,41825,4,15334,0,t0812,17274,0,187,0,9030,4
lubuskie,Gorzów Wielkopolski,242702,110,83555,27,t0861,107034,7,628,4,51485,72
lubuskie,Zielona Góra,231530,139,83760,13,t0862,93387,17,519,0,53864,109
łódzkie,bełchatowski,112745,5,39328,0,t1001,47040,1,446,0,25931,4
łódzkie,kutnowski,132489,30,49792,1,t1002,53383,1,780,0,28534,28
łódzkie,łaski,51223,0,19459,0,t1003,21179,0,122,0,10463,0
łódzkie,łęczycki,75125,23,27561,0,t1004,32391,1,529,0,14644,22
łódzkie,łowicki,123666,59,48342,4,t1005,52636,13,454,0,22234,42
łódzkie,łódzki wschodni,63627,31,20571,2,t1006,24598,2,372,0,18086,27
łódzkie,opoczyński,86914,10,31533,1,t1007,38113,2,443,0,16825,7
łódzkie,pabianicki,169718,60,60198,12,t1008,66351,1,607,0,42562,47
łódzkie,pajęczański,42267,11,15196,3,t1009,18147,3,79,0,8845,5
łódzkie,piotrkowski,73750,16,27246,1,t1010,31248,0,438,0,14818,15
łódzkie,poddębicki,52907,5,19989,2,t1011,22000,2,459,0,10459,1
łódzkie,radomszczański,130859,61,47890,8,t1012,53633,2,576,0,28760,51
łódzkie,rawski,43602,27,15783,1,t1013,18339,4,426,0,9054,22
łódzkie,sieradzki,146724,32,53131,0,t1014,62913,1,773,0,29907,31
łódzkie,skierniewicki,32050,1,12635,0,t1015,14163,0,303,0,4949,1
łódzkie,tomaszowski,151679,40,56965,4,t1016,64639,3,567,0,29508,33
