wojewodztwo,powiat_miasto,liczba_szczepien_ogolnie,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt,dawka_1_ogolem,dawka_1_dziennie,dawka_3_ogolem,dawka_3_dziennie,dawka_przypominajaca_ogolem,dawka_przypominajaca_dziennie
woj_puste,pow_puste,16,1,6,0,t00,10,1,0,0,0,0
dolnośląskie,bolesławiecki,90873,490,35552,78,t0201,44541,64,152,0,10628,348
dolnośląskie,dzierżoniowski,87628,344,34794,42,t0202,40125,80,112,0,12597,222
dolnośląskie,głogowski,87339,342,32259,40,t0203,39664,58,158,0,15258,244
dolnośląskie,górowski,32619,92,12948,3,t0204,15781,28,381,0,3509,61
dolnośląskie,jaworski,49872,169,18890,18,t0205,23738,21,33,1,7211,129
dolnośląskie,jeleniogórski,64078,277,25055,47,t0206,30387,67,354,5,8282,158
dolnośląskie,kamiennogórski,41034,215,16133,6,t0207,18548,28,96,0,6257,181
dolnośląskie,kłodzki,162901,598,64283,79,t0208,74661,75,717,1,23240,443
dolnośląskie,legnicki,54547,109,20674,7,t0209,26454,19,233,0,7186,83
dolnośląskie,lubański,39001,138,13737,8,t0210,19331,15,95,0,5838,115
dolnośląskie,lubiński,155557,476,63006,46,t0211,70499,122,942,0,21110,308
dolnośląskie,lwówecki,53295,179,20874,20,t0212,25093,75,323,0,7005,84
dolnośląskie,milicki,42524,265,17337,19,t0213,19824,46,89,0,5274,200
dolnośląskie,oleśnicki,132076,477,50153,65,t0214,61947,242,845,0,19131,170
dolnośląskie,oławski,52461,216,22126,19,t0215,25215,15,97,0,5023,182
dolnośląskie,polkowicki,52417,193,19539,36,t0216,25784,51,42,0,7052,106
dolnośląskie,strzeliński,46022,145,18579,5,t0217,21423,20,532,0,5488,120
dolnośląskie,średzki,30262,227,11388,29,t0218,13433,72,613,2,4828,124
dolnośląskie,świdnicki,133920,852,50960,76,t0219,61142,128,848,1,20970,647
dolnośląskie,trzebnicki,74283,190,30761,79,t0220,33307,14,395,1,9820,96
dolnośląskie,wałbrzyski,39110,93,16067,8,t0221,17584,19,250,0,5209,66
dolnośląskie,wołowski,53407,305,20221,29,t0222,26253,89,400,4,6533,183
dolnośląskie,wrocławski,130634,644,52063,79,t0223,59181,154,1062,11,18328,400
dolnośląskie,ząbkowicki,70525,151,27659,17,t0224,32855,28,386,0,9625,106
dolnośląskie,zgorzelecki,76495,504,29124,55,t0225,36739,103,263,4,10369,342
dolnośląskie,złotoryjski,44903,321,16843,33,t0226,21001,50,216,2,6843,236
dolnośląskie,Jelenia Góra,116222,371,46284,71,t0261,51608,61,445,0,17885,239
dolnośląskie,Legnica,114381,467,45411,61,t0262,52873,64,440,3,15657,339
dolnośląskie,Wrocław,1302927,4776,519974,290,t0264,604224,1123,4599,8,174130,3355
dolnośląskie,Wałbrzych,249086,579,102667,55,t0265,119102,81,793,0,26524,443
kujawsko-pomorskie,aleksandrowski,148343,300,64896,20,t0401,71742,88,497,0,11208,192
kujawsko-pomorskie,brodnicki,90629,320,36694,53,t0402,42455,70,744,2,10736,195
kujawsko-pomorskie,bydgoski,96001,650,38988,70,t0403,44042,132,394,1,12577,447
kujawsko-pomorskie,chełmiński,53608,184,21170,18,t0404,24200,41,41,0,8197,125
kujawsko-pomorskie,golubsko-dobrzyński,42056,110,17775,3,t0405,20549,19,344,0,3388,88
kujawsko-pomorskie,grudziądzki,32207,235,12908,19,t0406,15792,41,131,1,3376,174
kujawsko-pomorskie,inowrocławski,128719,316,52514,16,t0407,58958,133,479,0,16768,167
kujawsko-pomorskie,lipnowski,66081,79,26607,12,t0408,31626,6,334,0,7514,61
kujawsko-pomorskie,mogileński,44002,127,17221,27,t0409,20270,18,276,0,6235,82
kujawsko-pomorskie,nakielski,107307,175,40809,38,t0410,52869,20,497,0,13132,117
kujawsko-pomorskie,radziejowski,52245,207,22065,35,t0411,24938,25,664,2,4578,145
kujawsko-pomorskie,rypiński,45315,128,18201,17,t0412,20956,36,87,0,6071,75
kujawsko-pomorskie,sępoleński,58743,133,23511,8,t0413,28619,32,56,2,6557,91
kujawsko-pomorskie,świecki,100250,516,39051,95,t0414,47312,117,458,1,13429,303
kujawsko-pomorskie,toruński,84987,282,33556,13,t0415,42730,37,415,0,8286,232
kujawsko-pomorskie,tucholski,47535,178,19257,19,t0416,22956,27,195,0,5127,132
kujawsko-pomorskie,wąbrzeski,34533,74,13847,4,t0417,16788,7,185,0,3713,63
kujawsko-pomorskie,włocławski,79082,203,33247,13,t0418,36912,52,197,0,8726,138
kujawsko-pomorskie,żniński,62575,193,26624,34,t0419,29531,86,355,0,6065,73
kujawsko-pomorskie,Bydgoszcz,562310,2090,215168,156,t0461,255130,494,1458,3,90554,1437
kujawsko-pomorskie,Grudziądz,154027,713,61071,107,t0462,72928,211,568,0,19460,395
kujawsko-pomorskie,Toruń,265984,983,97162,77,t0463,118024,288,998,1,49800,617
kujawsko-pomorskie,Włocławek,128313,355,46394,38,t0464,60215,57,1168,0,20536,260
lubelskie,bialski,78345,264,30906,39,t0601,37301,25,629,0,9509,200
lubelskie,biłgorajski,70382,228,28320,29,t0602,32349,45,252,0,9461,154
lubelskie,chełmski,45914,180,18866,62,t0603,21256,21,377,4,5415,93
lubelskie,hrubieszowski,58049,206,22763,42,t0604,27317,49,1109,20,6860,95
lubelskie,janowski,38681,99,16090,14,t0605,18516,43,523,0,3552,42
lubelskie,krasnostawski,53581,248,20929,32,t0606,24772,28,541,2,7339,186
lubelskie,kraśnicki,86168,333,35029,46,t0607,39936,67,418,6,10785,214
lubelskie,lubartowski,71858,182,29243,42,t0608,33582,29,1346,0,7687,111
lubelskie,lubelski,108927,381,42924,40,t0609,51798,71,798,0,13407,270
lubelskie,łęczyński,49903,318,20905,48,t0610,23119,88,608,0,5271,182
lubelskie,łukowski,73659,341,29718,42,t0611,35105,71,209,0,8627,228
lubelskie,opolski,58845,218,23483,54,t0612,27876,38,198,0,7288,126
lubelskie,parczewski,36131,275,14311,74,t0613,17079,53,572,0,4169,148
lubelskie,puławski,124014,429,50775,36,t0614,56591,93,442,0,16206,300
lubelskie,radzyński,39957,100,16266,30,t0615,18744,18,213,0,4734,52
lubelskie,rycki,65746,162,27767,50,t0616,30506,23,422,0,7051,89
lubelskie,świdnicki,62652,248,24698,40,t0617,27561,39,172,0,10221,169
lubelskie,tomaszowski,70243,267,28197,34,t0618,33646,30,273,1,8127,202
lubelskie,włodawski,43259,71,17446,8,t0619,20339,9,177,0,5297,54
lubelskie,zamojski,61828,163,25846,37,t0620,27705,44,261,0,8016,82
lubelskie,Biała Podlaska,91201,247,36879,29,t0661,43137,78,149,0,11036,140
lubelskie,Chełm,83368,280,31987,32,t0662,39741,76,159,0,11481,172
lubelskie,Lublin,573414,1730,221449,255,t0663,269316,346,2701,1,79948,1128
lubelskie,Zamość,113587,322,46096,65,t0664,53138,80,220,0,14133,177
lubuskie,gorzowski,38376,105,15044,14,t0801,17451,16,204,1,5677,74
lubuskie,krośnieński,64441,284,25669,38,t0802,30551,55,53,0,8168,191
lubuskie,międzyrzecki,83102,394,33303,42,t0803,39113,72,790,1,9896,279
lubuskie,nowosolski,118070,371,44258,37,t0804,57281,111,426,0,16105,223
lubuskie,słubicki,51115,151,20214,36,t0805,24445,36,86,0,6370,79
lubuskie,strzelecko-drezdenecki,64910,136,24451,22,t0806,32226,21,164,0,8069,93
lubuskie,sulęciński,41134,116,15417,14,t0807,20360,30,399,0,4958,72
lubuskie,świebodziński,68437,110,27073,4,t0808,32563,4,76,0,8725,102
lubuskie,zielonogórski,108534,370,43649,48,t0809,52146,87,687,11,12052,224
lubuskie,żagański,89912,544,33609,98,t0810,42599,99,623,0,13081,347
lubuskie,żarski,124282,549,49827,32,t0811,58815,142,199,3,15441,372
lubuskie,wschowski,34973,134,14264,8,t0812,16354,12,182,0,4173,114
lubuskie,Gorzów Wielkopolski,205112,639,76403,88,t0861,100114,236,598,0,27997,315
lubuskie,Zielona Góra,196615,946,77155,93,t0862,88275,205,433,2,30752,646
łódzkie,bełchatowski,94727,369,36449,31,t1001,44663,139,309,0,13306,199
łódzkie,kutnowski,113434,383,46564,53,t1002,50822,76,435,8,15613,246
łódzkie,łaski,43707,88,18425,9,t1003,20375,7,93,0,4814,72
łódzkie,łęczycki,64060,224,25715,34,t1004,30866,17,236,1,7243,172
łódzkie,łowicki,108449,299,45693,52,t1005,50543,53,510,2,11703,192
łódzkie,łódzki wschodni,50920,236,18682,32,t1006,23118,44,242,3,8878,157
łódzkie,opoczyński,73929,367,29256,50,t1007,36148,83,436,0,8089,234
łódzkie,pabianicki,141373,560,55467,81,t1008,62569,72,394,1,22943,406
łódzkie,pajęczański,35889,138,14345,17,t1009,17433,6,85,0,4026,115
łódzkie,piotrkowski,61600,68,25128,4,t1010,29635,31,357,0,6480,33
łódzkie,poddębicki,45543,275,18902,45,t1011,21197,33,409,1,5035,196
łódzkie,radomszczański,110352,554,44737,38,t1012,51312,74,585,2,13718,440
łódzkie,rawski,36324,35,14621,13,t1013,17474,3,381,0,3848,19
łódzkie,sieradzki,124109,544,49233,85,t1014,59926,96,856,1,14094,362
łódzkie,skierniewicki,28027,169,12039,21,t1015,13656,26,105,0,2227,122
łódzkie,tomaszowski,131232,523,53625,63,t1016,61808,113,406,6,15393,341
łódzkie,wieluński,105633,596,43873,65,t1017,49736,140,790,0,11234,391
łódzkie,wieruszowski,40984,166,16057,30,t1018,19742,26,152,0,5033,110
łódzkie,zduńskowolski,63394,104,25024,0,t1019,29476,28,125,0,8769,76
łódzkie,zgierski,167083,609,66148,81,t1020,76469,138,588,2,23878,388
łódzkie,brzeziński,41677,114,17599,24,t1021,19492,36,96,0,4490,54
łódzkie,Łódź,1143148,3914,452739,291,t1061,520354,1018,8172,6,161883,2599
łódzkie,Piotrków Trybunalski,105546,468,41539,71,t1062,49021,69,638,3,14348,325
łódzkie,Skierniewice,91057,154,36476,20,t1063,42324,13,850,1,11407,120
małopolskie,bocheński,95090,224,37774,23,t1201,47142,63,166,0,10008,138
małopolskie,brzeski,82515,393,33560,80,t1202,39947,82,112,1,8896,230
małopolskie,chrzanowski,138703,482,54107,26,t1203,64800,166,372,0,19424,290
małopolskie,dąbrowski,51552,302,21487,67,t1204,24909,74,152,0,5004,161
małopolskie,gorlicki,103949,383,43107,59,t1205,49563,115,182,0,11097,209
małopolskie,krakowski,200246,653,80017,62,t1206,92768,196,1613,1,25848,394
małopolskie,limanowski,107833,328,43780,29,t1207,54047,120,281,1,9725,178
małopolskie,miechowski,70860,256,30573,16,t1208,33432,35,90,0,6765,205
