wojewodztwo,powiat_miasto,liczba_szczepien_ogolnie,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt,dawka_1_ogolem,dawka_1_dziennie,dawka_3_ogolem,dawka_3_dziennie,dawka_przypominajaca_ogolem,dawka_przypominajaca_dziennie
woj_puste,pow_puste,50,0,0,0,t00,0,0,0,0,50,0
dolnośląskie,bolesławiecki,115271,0,38593,0,t0201,47216,0,119,0,29343,0
dolnośląskie,dzierżoniowski,116520,0,37591,0,t0202,42464,0,130,0,36335,0
dolnośląskie,głogowski,116787,0,35250,0,t0203,42268,0,176,0,39093,0
dolnośląskie,górowski,40336,0,13959,0,t0204,16470,0,69,0,9838,0
dolnośląskie,jaworski,64520,0,20807,0,t0205,25234,0,45,0,18434,0
dolnośląskie,jeleniogórski,77335,0,26379,0,t0206,31560,0,365,0,19031,0
dolnośląskie,kamiennogórski,52935,0,17242,0,t0207,19559,0,105,0,16029,0
dolnośląskie,kłodzki,204165,0,68221,0,t0208,78077,0,628,0,57239,0
dolnośląskie,legnicki,67922,2,22039,0,t0209,27404,0,178,0,18301,2
dolnośląskie,lubański,53240,1,14862,0,t0210,20570,0,102,0,17706,1
dolnośląskie,lubiński,189725,0,67080,0,t0211,73866,0,681,0,48098,0
dolnośląskie,lwówecki,68295,0,22917,0,t0212,26546,0,226,0,18606,0
dolnośląskie,milicki,53062,0,18790,0,t0213,20848,0,105,0,13319,0
dolnośląskie,oleśnicki,182491,0,56535,0,t0214,67607,0,443,0,57906,0
dolnośląskie,oławski,60782,0,22898,0,t0215,25921,0,97,0,11866,0
dolnośląskie,polkowicki,66279,0,21293,0,t0216,27059,0,57,0,17870,0
dolnośląskie,strzeliński,59011,0,20141,0,t0217,22693,0,384,0,15793,0
dolnośląskie,średzki,41968,0,12725,0,t0218,14547,0,468,0,14228,0
dolnośląskie,świdnicki,181231,0,55774,0,t0219,65247,0,1078,0,59132,0
dolnośląskie,trzebnicki,98478,3,33479,0,t0220,35537,0,405,0,29057,3
dolnośląskie,wałbrzyski,49620,0,17099,0,t0221,18513,0,262,0,13746,0
dolnośląskie,wołowski,67292,0,22207,0,t0222,27982,0,232,0,16871,0
dolnośląskie,wrocławski,176761,0,58407,0,t0223,64354,0,950,0,53050,0
dolnośląskie,ząbkowicki,86934,0,29492,0,t0224,34557,0,260,0,22625,0
dolnośląskie,zgorzelecki,103810,5,31908,0,t0225,39219,0,191,0,32492,5
dolnośląskie,złotoryjski,57431,0,18416,0,t0226,22316,0,131,0,16568,0
dolnośląskie,Jelenia Góra,149269,2,49490,0,t0261,54022,0,422,0,45335,2
dolnośląskie,Legnica,150637,3,48885,0,t0262,56208,0,348,0,45196,3
dolnośląskie,Wrocław,1667257,42,556126,0,t0264,636866,1,4239,1,470026,40
dolnośląskie,Wałbrzych,292124,4,106875,0,t0265,122919,0,603,0,61727,4
kujawsko-pomorskie,aleksandrowski,166210,0,67132,0,t0401,73221,0,404,0,25453,0
kujawsko-pomorskie,brodnicki,112837,0,39831,0,t0402,44768,0,1344,0,26894,0
kujawsko-pomorskie,bydgoski,124614,5,42517,0,t0403,46716,0,270,0,35111,5
kujawsko-pomorskie,chełmiński,68308,0,23055,0,t0404,25570,0,53,0,19630,0
kujawsko-pomorskie,golubsko-dobrzyński,51943,0,18751,0,t0405,21295,0,339,0,11558,0
kujawsko-pomorskie,grudziądzki,39215,0,13914,0,t0406,16574,0,30,0,8697,0
kujawsko-pomorskie,inowrocławski,170397,3,57051,0,t0407,62690,0,427,0,50229,3
kujawsko-pomorskie,lipnowski,81772,0,28856,0,t0408,33305,0,341,0,19270,0
kujawsko-pomorskie,mogileński,58527,0,19145,0,t0409,21899,0,154,0,17329,0
kujawsko-pomorskie,nakielski,135628,0,44471,0,t0410,56193,0,443,0,34521,0
kujawsko-pomorskie,radziejowski,62968,0,23241,0,t0411,25857,0,528,0,13342,0
kujawsko-pomorskie,rypiński,56496,26,19663,0,t0412,22167,0,75,0,14591,26
kujawsko-pomorskie,sępoleński,70514,0,24961,0,t0413,29847,0,134,0,15572,0
kujawsko-pomorskie,świecki,128819,0,42648,0,t0414,50156,0,388,0,35627,0
kujawsko-pomorskie,toruński,103126,0,35703,0,t0415,44393,0,411,0,22619,0
