wojewodztwo,powiat_miasto,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
lubelskie,Zamość,-,-,20,-,-,3.16,2,0,2,38,22,240,125,20,101,4,t0664,2021-12-29
lubuskie,gorzowski,-,-,30,-,-,4.16,1,0,1,40,46,490,148,34,109,5,t0801,2021-12-29
lubuskie,krośnieński,-,-,29,-,-,5.3,0,0,0,45,13,487,118,31,87,0,t0802,2021-12-29
lubuskie,międzyrzecki,-,-,31,-,-,5.4,2,2,0,40,21,459,159,34,124,1,t0803,2021-12-29
lubuskie,nowosolski,-,-,44,-,-,5.12,1,1,0,57,46,610,282,44,237,1,t0804,2021-12-29
lubuskie,słubicki,-,-,19,-,-,4.05,0,0,0,31,17,355,112,22,89,1,t0805,2021-12-29
lubuskie,strzelecko-drezdenecki,-,-,27,-,-,5.53,3,2,1,33,7,276,124,34,89,1,t0806,2021-12-29
lubuskie,sulęciński,-,-,12,-,-,3.42,2,2,0,26,20,348,97,21,76,0,t0807,2021-12-29
lubuskie,świebodziński,-,-,33,-,-,5.93,1,1,0,56,42,587,169,33,136,0,t0808,2021-12-29
lubuskie,zielonogórski,-,-,41,-,-,5.42,0,0,0,52,28,585,189,47,142,0,t0809,2021-12-29
lubuskie,żagański,-,-,24,-,-,3.05,1,0,1,60,10,374,146,25,113,8,t0810,2021-12-29
lubuskie,żarski,-,-,37,-,-,3.86,1,1,0,54,21,496,202,39,159,4,t0811,2021-12-29
lubuskie,wschowski,-,-,6,-,-,1.55,0,0,0,11,9,115,48,6,42,0,t0812,2021-12-29
lubuskie,Gorzów Wielkopolski,-,-,44,-,-,3.57,3,0,3,68,73,662,264,50,209,5,t0861,2021-12-29
lubuskie,Zielona Góra,-,-,57,-,-,4.03,0,0,0,111,62,953,395,61,330,4,t0862,2021-12-29
łódzkie,bełchatowski,-,-,39,-,-,3.46,5,0,5,64,49,632,235,42,190,3,t1001,2021-12-29
łódzkie,kutnowski,-,-,38,-,-,3.95,0,0,0,62,23,398,207,41,163,3,t1002,2021-12-29
łódzkie,łaski,-,-,9,-,-,1.81,0,0,0,19,19,255,82,9,73,0,t1003,2021-12-29
łódzkie,łęczycki,-,-,21,-,-,4.24,1,0,1,41,23,297,203,22,179,2,t1004,2021-12-29
łódzkie,łowicki,-,-,31,-,-,3.98,0,0,0,45,40,373,155,37,118,0,t1005,2021-12-29
łódzkie,łódzki wschodni,-,-,30,-,-,4.14,2,2,0,59,36,403,208,36,168,4,t1006,2021-12-29
łódzkie,opoczyński,-,-,11,-,-,1.45,0,0,0,45,9,233,141,18,122,1,t1007,2021-12-29
łódzkie,pabianicki,-,-,48,-,-,4.03,6,0,6,96,44,648,378,55,320,3,t1008,2021-12-29
łódzkie,pajęczański,-,-,16,-,-,3.13,2,0,2,32,21,319,108,24,83,1,t1009,2021-12-29
łódzkie,piotrkowski,-,-,22,-,-,2.41,0,0,0,43,33,535,231,27,204,0,t1010,2021-12-29
łódzkie,poddębicki,-,-,2,-,-,0.49,1,0,1,12,15,182,45,2,43,0,t1011,2021-12-29
łódzkie,radomszczański,-,-,53,-,-,4.72,2,0,2,70,33,602,272,58,209,5,t1012,2021-12-29
łódzkie,rawski,-,-,17,-,-,3.5,0,0,0,33,10,291,119,19,97,3,t1013,2021-12-29
łódzkie,sieradzki,-,-,41,-,-,3.49,1,0,1,61,38,538,198,43,154,1,t1014,2021-12-29
łódzkie,skierniewicki,-,-,4,-,-,1.05,0,0,0,14,18,193,47,4,43,0,t1015,2021-12-29
łódzkie,tomaszowski,-,-,30,-,-,2.58,1,0,1,57,34,493,261,35,225,1,t1016,2021-12-29
łódzkie,wieluński,-,-,24,-,-,3.15,0,0,0,52,34,531,233,42,187,4,t1017,2021-12-29
łódzkie,wieruszowski,-,-,8,-,-,1.9,0,0,0,13,2,158,50,10,39,1,t1018,2021-12-29
łódzkie,zduńskowolski,-,-,27,-,-,4.08,1,0,1,49,35,347,155,31,124,0,t1019,2021-12-29
łódzkie,zgierski,-,-,60,-,-,3.61,3,0,3,111,90,1035,401,63,336,2,t1020,2021-12-29
łódzkie,brzeziński,-,-,10,-,-,3.25,0,0,0,20,14,178,69,11,57,1,t1021,2021-12-29
łódzkie,Łódź,-,-,285,-,-,4.21,9,8,1,619,380,4012,2354,323,2008,23,t1061,2021-12-29
łódzkie,Piotrków Trybunalski,-,-,16,-,-,2.2,1,1,0,31,32,269,202,16,184,2,t1062,2021-12-29
łódzkie,Skierniewice,-,-,9,-,-,1.88,1,1,0,52,24,307,94,11,83,0,t1063,2021-12-29
małopolskie,bocheński,-,-,41,-,-,3.83,0,0,0,76,17,619,188,45,134,9,t1201,2021-12-29
małopolskie,brzeski,-,-,31,-,-,3.33,0,0,0,50,25,381,186,33,153,0,t1202,2021-12-29
małopolskie,chrzanowski,-,-,20,-,-,1.61,2,2,0,92,66,811,242,21,217,4,t1203,2021-12-29
małopolskie,dąbrowski,-,-,30,-,-,5.07,1,1,0,21,22,250,107,32,74,1,t1204,2021-12-29
małopolskie,gorlicki,-,-,21,-,-,1.93,1,0,1,40,16,480,153,22,126,5,t1205,2021-12-29
małopolskie,krakowski,-,-,196,-,-,6.99,4,1,3,232,92,2375,941,211,708,22,t1206,2021-12-29
małopolskie,limanowski,-,-,17,-,-,1.29,2,1,1,57,32,486,188,21,162,5,t1207,2021-12-29
małopolskie,miechowski,-,-,20,-,-,4.11,3,3,0,46,15,312,80,23,56,1,t1208,2021-12-29
małopolskie,myślenicki,-,-,39,-,-,3.05,1,0,1,61,45,755,190,40,146,4,t1209,2021-12-29
małopolskie,nowosądecki,-,-,54,-,-,2.49,6,6,0,69,53,740,332,56,272,4,t1210,2021-12-29
małopolskie,nowotarski,-,-,37,-,-,1.93,5,1,4,71,34,449,279,42,223,14,t1211,2021-12-29
małopolskie,olkuski,-,-,66,-,-,5.95,1,0,1,102,38,786,242,69,169,4,t1212,2021-12-29
małopolskie,oświęcimski,-,-,46,-,-,3.0,8,0,8,93,44,923,265,47,217,1,t1213,2021-12-29
małopolskie,proszowicki,-,-,20,-,-,4.63,1,0,1,40,8,302,77,22,54,1,t1214,2021-12-29
małopolskie,suski,-,-,29,-,-,3.44,1,0,1,48,30,436,214,35,174,5,t1215,2021-12-29
małopolskie,tarnowski,-,-,57,-,-,2.83,0,0,0,88,27,916,331,69,260,2,t1216,2021-12-29
małopolskie,tatrzański,-,-,11,-,-,1.61,2,1,1,15,4,266,128,13,112,3,t1217,2021-12-29
małopolskie,wadowicki,-,-,54,-,-,3.38,4,0,4,96,39,882,277,58,214,5,t1218,2021-12-29
małopolskie,wielicki,-,-,64,-,-,4.92,2,2,0,94,58,1064,320,69,238,13,t1219,2021-12-29
małopolskie,Kraków,-,-,631,-,-,8.08,12,4,8,723,366,5789,3147,694,2395,58,t1261,2021-12-29
małopolskie,Nowy Sącz,-,-,31,-,-,3.7,4,2,2,40,26,307,167,36,124,7,t1262,2021-12-29
małopolskie,Tarnów,-,-,40,-,-,3.7,0,0,0,57,28,455,256,47,200,9,t1263,2021-12-29
mazowieckie,białobrzeski,-,-,8,-,-,2.4,0,0,0,32,2,166,45,9,36,0,t1401,2021-12-29
mazowieckie,ciechanowski,-,-,23,-,-,2.58,0,0,0,63,38,476,182,27,153,2,t1402,2021-12-29
mazowieckie,garwoliński,-,-,19,-,-,1.74,0,0,0,52,12,452,239,23,215,1,t1403,2021-12-29
mazowieckie,gostyniński,-,-,6,-,-,1.34,0,0,0,28,9,225,100,8,90,2,t1404,2021-12-29
mazowieckie,grodziski,-,-,50,-,-,5.17,0,0,0,89,67,792,330,53,276,1,t1405,2021-12-29
mazowieckie,grójecki,-,-,29,-,-,2.95,2,1,1,59,19,923,191,33,155,3,t1406,2021-12-29
mazowieckie,kozienicki,-,-,8,-,-,1.34,5,0,5,33,8,322,109,10,99,0,t1407,2021-12-29
mazowieckie,legionowski,-,-,76,-,-,6.37,1,1,0,103,41,992,405,88,311,6,t1408,2021-12-29
mazowieckie,lipski,-,-,9,-,-,2.67,1,0,1,20,2,87,63,11,50,2,t1409,2021-12-29
mazowieckie,łosicki,-,-,6,-,-,1.96,0,0,0,7,2,91,68,7,61,0,t1410,2021-12-29
mazowieckie,makowski,-,-,4,-,-,0.9,2,2,0,21,8,185,49,4,45,0,t1411,2021-12-29
mazowieckie,miński,-,-,64,-,-,4.13,3,3,0,112,46,1018,349,75,265,9,t1412,2021-12-29
mazowieckie,mławski,-,-,10,-,-,1.38,2,0,2,37,11,437,121,13,106,2,t1413,2021-12-29
mazowieckie,nowodworski,-,-,35,-,-,4.41,2,2,0,49,47,582,196,39,155,2,t1414,2021-12-29
mazowieckie,ostrołęcki,-,-,11,-,-,1.24,0,0,0,28,15,307,75,12,63,0,t1415,2021-12-29
mazowieckie,ostrowski,-,-,7,-,-,0.97,0,0,0,24,15,194,87,8,79,0,t1416,2021-12-29
mazowieckie,otwocki,-,-,61,-,-,4.9,0,0,0,114,69,822,341,69,270,2,t1417,2021-12-29
mazowieckie,piaseczyński,-,-,104,-,-,5.49,0,0,0,124,62,1580,692,109,574,9,t1418,2021-12-29
mazowieckie,płocki,-,-,43,-,-,3.88,1,1,0,66,33,521,230,46,180,4,t1419,2021-12-29
mazowieckie,płoński,-,-,17,-,-,1.96,0,0,0,36,29,412,182,21,160,1,t1420,2021-12-29
mazowieckie,pruszkowski,-,-,60,-,-,3.6,2,1,1,126,47,1302,500,68,429,3,t1421,2021-12-29
mazowieckie,przasnyski,-,-,2,-,-,0.38,2,0,2,26,20,249,39,2,37,0,t1422,2021-12-29
mazowieckie,przysuski,-,-,8,-,-,1.93,0,0,0,21,2,162,73,9,61,3,t1423,2021-12-29
mazowieckie,pułtuski,-,-,10,-,-,1.93,0,0,0,33,7,368,86,10,75,1,t1424,2021-12-29
mazowieckie,radomski,-,-,27,-,-,1.77,0,0,0,71,27,725,247,30,213,4,t1425,2021-12-29
mazowieckie,siedlecki,-,-,7,-,-,0.86,1,0,1,20,21,402,107,10,97,0,t1426,2021-12-29
mazowieckie,sierpecki,-,-,10,-,-,1.93,0,0,0,47,17,263,104,11,93,0,t1427,2021-12-29
mazowieckie,sochaczewski,-,-,37,-,-,4.35,0,0,0,130,40,780,268,43,221,4,t1428,2021-12-29
mazowieckie,sokołowski,-,-,7,-,-,1.31,0,0,0,17,4,181,75,9,66,0,t1429,2021-12-29
mazowieckie,szydłowiecki,-,-,6,-,-,1.52,0,0,0,24,1,143,61,7,53,1,t1430,2021-12-29
mazowieckie,warszawski zachodni,-,-,47,-,-,3.93,2,2,0,105,54,996,372,55,312,5,t1432,2021-12-29
mazowieckie,węgrowski,-,-,9,-,-,1.37,2,0,2,29,10,185,93,9,81,3,t1433,2021-12-29
mazowieckie,wołomiński,-,-,82,-,-,3.26,5,0,5,165,89,1708,543,88,443,12,t1434,2021-12-29
mazowieckie,wyszkowski,-,-,24,-,-,3.23,2,1,1,54,16,355,122,27,91,4,t1435,2021-12-29
mazowieckie,zwoleński,-,-,3,-,-,0.83,1,0,1,18,4,158,44,4,39,1,t1436,2021-12-29
mazowieckie,żuromiński,-,-,10,-,-,2.61,0,0,0,23,6,201,93,10,83,0,t1437,2021-12-29
mazowieckie,żyrardowski,-,-,13,-,-,1.72,1,1,0,54,16,487,177,15,159,3,t1438,2021-12-29
mazowieckie,Ostrołęka,-,-,4,-,-,0.77,0,0,0,24,10,138,76,5,68,3,t1461,2021-12-29
mazowieckie,Płock,-,-,32,-,-,2.69,4,3,1,90,50,581,282,43,235,4,t1462,2021-12-29
mazowieckie,Radom,-,-,47,-,-,2.23,0,0,0,97,52,759,409,51,350,8,t1463,2021-12-29
mazowieckie,Siedlce,-,-,15,-,-,1.92,2,0,2,35,21,247,134,17,117,0,t1464,2021-12-29
mazowieckie,Warszawa,-,-,832,-,-,4.64,35,0,35,1061,957,12999,6451,933,5433,85,t1465,2021-12-29
opolskie,brzeski,-,-,36,-,-,4.02,10,4,6,67,27,651,189,41,140,8,t1601,2021-12-29
opolskie,głubczycki,-,-,28,-,-,6.18,1,0,1,40,12,285,138,32,101,5,t1602,2021-12-29
opolskie,kędzierzyńsko-kozielski,-,-,47,-,-,5.02,1,1,0,65,97,790,184,53,128,3,t1603,2021-12-29
opolskie,kluczborski,-,-,24,-,-,3.68,1,0,1,35,21,376,130,25,102,3,t1604,2021-12-29
opolskie,krapkowicki,-,-,45,-,-,7.08,1,0,1,39,28,371,186,49,137,0,t1605,2021-12-29
opolskie,namysłowski,-,-,29,-,-,6.79,0,0,0,33,9,408,107,32,73,2,t1606,2021-12-29
opolskie,nyski,-,-,60,-,-,4.43,4,1,3,69,35,749,367,66,295,6,t1607,2021-12-29
opolskie,oleski,-,-,28,-,-,4.36,1,0,1,34,17,436,139,28,111,0,t1608,2021-12-29
opolskie,opolski,-,-,54,-,-,4.36,14,1,13,79,53,954,309,58,245,6,t1609,2021-12-29
opolskie,prudnicki,-,-,22,-,-,3.99,0,0,0,49,29,417,98,26,70,2,t1610,2021-12-29
opolskie,strzelecki,-,-,71,-,-,9.57,0,0,0,58,19,520,248,72,170,6,t1611,2021-12-29
opolskie,Opole,-,-,98,-,-,7.66,7,0,7,106,55,1225,480,103,375,2,t1661,2021-12-29
podkarpackie,bieszczadzki,-,-,15,-,-,6.95,1,0,1,10,11,86,81,15,64,2,t1801,2021-12-29
podkarpackie,brzozowski,-,-,10,-,-,1.53,0,0,0,18,5,226,114,13,100,1,t1802,2021-12-29
podkarpackie,dębicki,-,-,30,-,-,2.22,1,0,1,88,40,810,269,32,237,0,t1803,2021-12-29
podkarpackie,jarosławski,-,-,15,-,-,1.25,0,0,0,57,22,505,250,16,234,0,t1804,2021-12-29
podkarpackie,jasielski,-,-,16,-,-,1.41,1,0,1,38,23,473,184,18,165,1,t1805,2021-12-29
podkarpackie,kolbuszowski,-,-,16,-,-,2.57,0,0,0,26,11,229,105,19,85,1,t1806,2021-12-29
podkarpackie,krośnieński,-,-,17,-,-,1.52,2,1,1,42,17,371,183,20,161,2,t1807,2021-12-29
podkarpackie,leżajski,-,-,19,-,-,2.74,1,0,1,18,23,233,143,20,121,2,t1808,2021-12-29
podkarpackie,lubaczowski,-,-,12,-,-,2.18,2,1,1,23,5,183,109,13,96,0,t1809,2021-12-29
podkarpackie,łańcucki,-,-,29,-,-,3.57,3,0,3,33,23,421,169,31,136,2,t1810,2021-12-29
podkarpackie,mielecki,-,-,36,-,-,2.63,0,0,0,73,37,725,242,42,199,1,t1811,2021-12-29
podkarpackie,niżański,-,-,30,-,-,4.52,0,0,0,31,9,244,157,31,126,0,t1812,2021-12-29
podkarpackie,przemyski,-,-,7,-,-,0.95,0,0,0,26,18,260,154,9,144,1,t1813,2021-12-29
podkarpackie,przeworski,-,-,6,-,-,0.77,0,0,0,25,11,311,142,8,133,1,t1814,2021-12-29
podkarpackie,ropczycko-sędziszowski,-,-,12,-,-,1.61,5,0,5,29,5,269,106,12,94,0,t1815,2021-12-29
podkarpackie,rzeszowski,-,-,44,-,-,2.59,4,1,3,68,31,669,330,48,282,0,t1816,2021-12-29
podkarpackie,sanocki,-,-,13,-,-,1.38,0,0,0,50,32,417,159,17,142,0,t1817,2021-12-29
podkarpackie,stalowowolski,-,-,10,-,-,0.94,4,0,4,34,25,302,174,14,160,0,t1818,2021-12-29
podkarpackie,strzyżowski,-,-,6,-,-,0.98,0,0,0,16,17,241,95,7,88,0,t1819,2021-12-29
podkarpackie,tarnobrzeski,-,-,16,-,-,3.03,0,0,0,19,18,214,94,17,77,0,t1820,2021-12-29
podkarpackie,leski,-,-,12,-,-,4.54,0,0,0,11,9,147,57,14,42,1,t1821,2021-12-29
podkarpackie,Krosno,-,-,5,-,-,1.08,0,0,0,15,7,142,102,6,93,3,t1861,2021-12-29
podkarpackie,Przemyśl,-,-,10,-,-,1.65,0,0,0,24,10,252,128,12,115,1,t1862,2021-12-29
podkarpackie,Rzeszów,-,-,59,-,-,3.0,6,2,4,128,74,814,512,69,441,2,t1863,2021-12-29
podkarpackie,Tarnobrzeg,-,-,21,-,-,4.51,0,0,0,38,16,187,114,24,89,1,t1864,2021-12-29
podlaskie,augustowski,-,-,10,-,-,1.73,1,1,0,20,10,134,97,12,84,1,t2001,2021-12-29
podlaskie,białostocki,-,-,17,-,-,1.13,0,0,0,74,36,601,305,21,281,3,t2002,2021-12-29
podlaskie,bielski,-,-,12,-,-,2.22,3,0,3,28,13,164,89,13,76,0,t2003,2021-12-29
podlaskie,grajewski,-,-,17,-,-,3.61,0,0,0,9,2,149,80,19,61,0,t2004,2021-12-29
podlaskie,hajnowski,-,-,5,-,-,1.18,1,0,1,17,8,86,75,6,69,0,t2005,2021-12-29
podlaskie,kolneński,-,-,1,-,-,0.26,0,0,0,18,4,114,42,2,40,0,t2006,2021-12-29
podlaskie,łomżyński,-,-,5,-,-,0.98,2,0,2,17,6,163,61,5,55,1,t2007,2021-12-29
podlaskie,moniecki,-,-,5,-,-,1.24,0,0,0,20,2,97,56,6,50,0,t2008,2021-12-29
podlaskie,sejneński,-,-,1,-,-,0.5,0,0,0,3,5,57,16,1,15,0,t2009,2021-12-29
podlaskie,siemiatycki,-,-,2,-,-,0.46,1,0,1,11,12,139,48,2,46,0,t2010,2021-12-29
podlaskie,sokólski,-,-,10,-,-,1.51,1,1,0,19,9,208,81,11,68,2,t2011,2021-12-29
podlaskie,suwalski,-,-,6,-,-,1.69,0,0,0,13,12,155,55,6,49,0,t2012,2021-12-29
