wojewodztwo,powiat,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_wszystkich_zakazen,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_wszystkich_zakazen_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,Cały kraj,1380,147,1527,0.36,0.04,0.4,31,8,23,2613,89,0,21137,1804,19280,53,t0000,2022-04-19
dolnośląskie,bolesławiecki,3,0,3,0.33,0.0,0.33,0,0,0,2,0,0,34,4,30,0,t0201,2022-04-19
dolnośląskie,dzierżoniowski,1,0,1,0.1,0.0,0.1,0,0,0,3,0,0,20,1,19,0,t0202,2022-04-19
dolnośląskie,głogowski,0,1,1,0.0,0.11,0.11,0,0,0,2,0,0,14,1,13,0,t0203,2022-04-19
dolnośląskie,górowski,1,0,1,0.29,0.0,0.29,0,0,0,7,0,0,10,2,8,0,t0204,2022-04-19
dolnośląskie,jaworski,2,0,2,0.4,0.0,0.4,0,0,0,0,0,0,21,2,19,0,t0205,2022-04-19
dolnośląskie,jeleniogórski,1,0,1,0.16,0.0,0.16,0,0,0,3,0,0,12,1,11,0,t0206,2022-04-19
dolnośląskie,kamiennogórski,1,0,1,0.23,0.0,0.23,0,0,0,0,0,0,2,2,0,0,t0207,2022-04-19
dolnośląskie,kłodzki,0,0,0,0.0,0.0,0.0,0,0,0,2,0,0,28,2,26,0,t0208,2022-04-19
dolnośląskie,legnicki,2,0,2,0.36,0.0,0.36,0,0,0,1,0,0,48,3,45,0,t0209,2022-04-19
dolnośląskie,lubański,1,0,1,0.18,0.0,0.18,0,0,0,3,0,0,12,1,11,0,t0210,2022-04-19
dolnośląskie,lubiński,3,2,5,0.28,0.19,0.47,0,0,0,8,0,0,38,6,32,0,t0211,2022-04-19
dolnośląskie,lwówecki,3,0,3,0.66,0.0,0.66,0,0,0,3,0,0,25,3,22,0,t0212,2022-04-19
dolnośląskie,milicki,2,0,2,0.54,0.0,0.54,0,0,0,1,0,0,4,2,2,0,t0213,2022-04-19
dolnośląskie,oleśnicki,2,1,3,0.19,0.09,0.28,0,0,0,8,0,0,36,3,33,0,t0214,2022-04-19
dolnośląskie,oławski,2,0,2,0.26,0.0,0.26,0,0,0,0,0,0,22,5,17,0,t0215,2022-04-19
dolnośląskie,polkowicki,3,1,4,0.48,0.16,0.63,0,0,0,6,0,0,23,5,18,0,t0216,2022-04-19
dolnośląskie,strzeliński,0,0,0,0.0,0.0,0.0,0,0,0,4,0,0,9,0,9,0,t0217,2022-04-19
