wojewodztwo,powiat_miasto,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
dolnośląskie,lubiński,-,-,21,-,-,1.98,0,0,0,75,72,446,128,25,102,1,t0211,2022-01-07
dolnośląskie,lwówecki,-,-,7,-,-,1.53,0,0,0,32,11,115,74,8,66,0,t0212,2022-01-07
dolnośląskie,milicki,-,-,5,-,-,1.35,0,0,0,27,15,185,24,5,19,0,t0213,2022-01-07
dolnośląskie,oleśnicki,-,-,23,-,-,2.14,0,0,0,51,59,487,149,24,122,3,t0214,2022-01-07
dolnośląskie,oławski,-,-,18,-,-,2.34,0,0,0,42,26,436,114,23,90,1,t0215,2022-01-07
dolnośląskie,polkowicki,-,-,15,-,-,2.38,0,0,0,22,13,259,101,19,80,2,t0216,2022-01-07
dolnośląskie,strzeliński,-,-,8,-,-,1.84,0,0,0,26,12,188,66,9,57,0,t0217,2022-01-07
dolnośląskie,średzki,-,-,5,-,-,0.9,0,0,0,49,21,344,54,8,45,1,t0218,2022-01-07
dolnośląskie,świdnicki,-,-,49,-,-,3.13,0,0,0,79,73,765,219,55,164,0,t0219,2022-01-07
dolnośląskie,trzebnicki,-,-,50,-,-,5.85,0,0,0,52,47,505,149,55,92,2,t0220,2022-01-07
dolnośląskie,wałbrzyski,-,-,9,-,-,1.62,0,0,0,30,11,198,67,10,57,0,t0221,2022-01-07
dolnośląskie,wołowski,-,-,26,-,-,5.56,0,0,0,26,22,238,70,32,38,0,t0222,2022-01-07
dolnośląskie,wrocławski,-,-,81,-,-,5.26,1,1,0,99,81,858,342,94,246,2,t0223,2022-01-07
dolnośląskie,ząbkowicki,-,-,15,-,-,2.33,0,0,0,32,16,178,90,20,68,2,t0224,2022-01-07
dolnośląskie,zgorzelecki,-,-,20,-,-,2.25,0,0,0,39,61,398,89,20,64,5,t0225,2022-01-07
dolnośląskie,złotoryjski,-,-,5,-,-,1.16,0,0,0,20,2,188,38,5,33,0,t0226,2022-01-07
dolnośląskie,Jelenia Góra,-,-,20,-,-,2.54,0,0,0,46,34,303,146,24,122,0,t0261,2022-01-07
dolnośląskie,Legnica,-,-,8,-,-,0.81,0,0,0,50,53,472,118,11,107,0,t0262,2022-01-07
dolnośląskie,Wrocław,-,-,324,-,-,5.03,0,0,0,356,403,3362,1567,379,1158,30,t0264,2022-01-07
dolnośląskie,Wałbrzych,-,-,13,-,-,1.18,0,0,0,54,57,440,128,14,113,1,t0265,2022-01-07
kujawsko-pomorskie,aleksandrowski,-,-,16,-,-,2.91,1,0,1,26,7,199,93,16,77,0,t0401,2022-01-07
kujawsko-pomorskie,brodnicki,-,-,14,-,-,1.77,1,0,1,34,15,314,122,16,106,0,t0402,2022-01-07
kujawsko-pomorskie,bydgoski,-,-,27,-,-,2.26,1,0,1,80,58,512,291,27,258,6,t0403,2022-01-07
kujawsko-pomorskie,chełmiński,-,-,19,-,-,3.67,2,2,0,49,14,193,117,25,91,1,t0404,2022-01-07
kujawsko-pomorskie,golubsko-dobrzyński,-,-,28,-,-,6.23,0,0,0,29,11,138,99,28,70,1,t0405,2022-01-07
kujawsko-pomorskie,grudziądzki,-,-,9,-,-,2.24,0,0,0,16,9,198,87,11,74,2,t0406,2022-01-07
kujawsko-pomorskie,inowrocławski,-,-,47,-,-,2.95,2,0,2,168,68,668,353,60,288,5,t0407,2022-01-07
kujawsko-pomorskie,lipnowski,-,-,9,-,-,1.37,2,1,1,29,8,208,114,10,103,1,t0408,2022-01-07
kujawsko-pomorskie,mogileński,-,-,7,-,-,1.54,1,0,1,13,11,246,95,7,88,0,t0409,2022-01-07
kujawsko-pomorskie,nakielski,-,-,21,-,-,2.44,0,0,0,45,49,397,204,25,176,3,t0410,2022-01-07
kujawsko-pomorskie,radziejowski,-,-,7,-,-,1.74,0,0,0,29,6,160,69,7,59,3,t0411,2022-01-07
kujawsko-pomorskie,rypiński,-,-,6,-,-,1.38,0,0,0,33,9,105,70,6,63,1,t0412,2022-01-07
kujawsko-pomorskie,sępoleński,-,-,12,-,-,2.93,1,0,1,27,18,150,94,12,81,1,t0413,2022-01-07
kujawsko-pomorskie,świecki,-,-,22,-,-,2.22,0,0,0,55,32,384,219,25,192,2,t0414,2022-01-07
kujawsko-pomorskie,toruński,-,-,31,-,-,2.85,0,0,0,77,42,386,242,36,203,3,t0415,2022-01-07
kujawsko-pomorskie,tucholski,-,-,34,-,-,7.03,1,0,1,33,23,218,111,43,66,2,t0416,2022-01-07
kujawsko-pomorskie,wąbrzeski,-,-,5,-,-,1.47,0,0,0,27,8,106,59,5,52,2,t0417,2022-01-07
kujawsko-pomorskie,włocławski,-,-,12,-,-,1.4,1,0,1,30,40,307,117,14,103,0,t0418,2022-01-07
kujawsko-pomorskie,żniński,-,-,24,-,-,3.43,0,0,0,50,23,230,288,24,261,3,t0419,2022-01-07
kujawsko-pomorskie,Bydgoszcz,-,-,111,-,-,3.2,7,1,6,251,165,1351,841,127,701,13,t0461,2022-01-07
kujawsko-pomorskie,Grudziądz,-,-,14,-,-,1.49,1,1,0,51,31,400,161,16,142,3,t0462,2022-01-07
kujawsko-pomorskie,Toruń,-,-,96,-,-,4.77,0,0,0,146,77,624,472,98,371,3,t0463,2022-01-07
kujawsko-pomorskie,Włocławek,-,-,12,-,-,1.1,4,0,4,56,18,282,158,14,143,1,t0464,2022-01-07
lubelskie,bialski,-,-,11,-,-,1.0,1,0,1,38,16,263,236,11,224,1,t0601,2022-01-07
lubelskie,biłgorajski,-,-,11,-,-,1.09,0,0,0,50,21,298,157,17,140,0,t0602,2022-01-07
lubelskie,chełmski,-,-,9,-,-,1.16,2,0,2,38,14,174,120,10,110,0,t0603,2022-01-07
lubelskie,hrubieszowski,-,-,25,-,-,4.0,0,0,0,44,15,170,133,29,104,0,t0604,2022-01-07
lubelskie,janowski,-,-,26,-,-,5.71,0,0,0,47,7,109,118,27,91,0,t0605,2022-01-07
lubelskie,krasnostawski,-,-,14,-,-,2.22,0,0,0,31,14,194,135,19,113,3,t0606,2022-01-07
lubelskie,kraśnicki,-,-,18,-,-,1.89,0,0,0,65,12,228,112,21,91,0,t0607,2022-01-07
lubelskie,lubartowski,-,-,8,-,-,0.91,1,1,0,31,16,198,77,8,69,0,t0608,2022-01-07
lubelskie,lubelski,-,-,43,-,-,2.76,0,0,0,120,48,667,237,46,190,1,t0609,2022-01-07
lubelskie,łęczyński,-,-,6,-,-,1.05,0,0,0,40,13,184,81,7,74,0,t0610,2022-01-07
lubelskie,łukowski,-,-,15,-,-,1.41,3,0,3,56,14,361,161,17,142,2,t0611,2022-01-07
lubelskie,opolski,-,-,6,-,-,1.02,0,0,0,36,6,112,63,7,56,0,t0612,2022-01-07
lubelskie,parczewski,-,-,2,-,-,0.58,0,0,0,19,3,68,29,2,27,0,t0613,2022-01-07
lubelskie,puławski,-,-,32,-,-,2.84,1,0,1,129,34,427,209,36,172,1,t0614,2022-01-07
lubelskie,radzyński,-,-,2,-,-,0.34,0,0,0,25,7,110,72,2,70,0,t0615,2022-01-07
lubelskie,rycki,-,-,2,-,-,0.36,0,0,0,52,15,200,87,3,84,0,t0616,2022-01-07
lubelskie,świdnicki,-,-,18,-,-,2.51,0,0,0,57,31,295,126,18,107,1,t0617,2022-01-07
lubelskie,tomaszowski,-,-,24,-,-,2.91,0,0,0,50,10,252,127,24,102,1,t0618,2022-01-07
lubelskie,włodawski,-,-,0,-,-,0.0,0,0,0,23,1,74,56,0,56,0,t0619,2022-01-07
lubelskie,zamojski,-,-,27,-,-,2.55,3,1,2,64,27,283,220,30,189,1,t0620,2022-01-07
lubelskie,Biała Podlaska,-,-,10,-,-,1.75,1,0,1,48,19,149,169,11,156,2,t0661,2022-01-07
lubelskie,Chełm,-,-,5,-,-,0.81,0,0,0,40,12,210,113,8,103,2,t0662,2022-01-07
lubelskie,Lublin,-,-,104,-,-,3.06,0,0,0,281,121,1267,741,123,616,2,t0663,2022-01-07
lubelskie,Zamość,-,-,18,-,-,2.85,1,0,1,52,18,178,119,20,97,2,t0664,2022-01-07
lubuskie,gorzowski,-,-,12,-,-,1.67,1,1,0,39,23,351,100,12,84,4,t0801,2022-01-07
lubuskie,krośnieński,-,-,12,-,-,2.19,0,0,0,23,29,289,84,13,71,0,t0802,2022-01-07
lubuskie,międzyrzecki,-,-,14,-,-,2.44,0,0,0,19,37,257,114,22,91,1,t0803,2022-01-07
lubuskie,nowosolski,-,-,18,-,-,2.09,1,1,0,64,44,390,162,22,138,2,t0804,2022-01-07
lubuskie,słubicki,-,-,17,-,-,3.62,0,0,0,34,21,286,84,19,65,0,t0805,2022-01-07
lubuskie,strzelecko-drezdenecki,-,-,17,-,-,3.48,2,2,0,38,26,261,110,22,86,2,t0806,2022-01-07
lubuskie,sulęciński,-,-,18,-,-,5.13,1,1,0,15,20,402,66,21,45,0,t0807,2022-01-07
lubuskie,świebodziński,-,-,15,-,-,2.69,2,2,0,32,33,388,95,17,76,2,t0808,2022-01-07
lubuskie,zielonogórski,-,-,20,-,-,2.64,0,0,0,44,21,424,147,23,122,2,t0809,2022-01-07
lubuskie,żagański,-,-,15,-,-,1.91,0,0,0,66,26,298,129,16,110,3,t0810,2022-01-07
lubuskie,żarski,-,-,25,-,-,2.61,4,1,3,74,43,409,189,26,156,7,t0811,2022-01-07
lubuskie,wschowski,-,-,5,-,-,1.29,0,0,0,15,7,99,55,5,48,2,t0812,2022-01-07
lubuskie,Gorzów Wielkopolski,-,-,41,-,-,3.32,0,0,0,70,31,438,222,46,173,3,t0861,2022-01-07
lubuskie,Zielona Góra,-,-,37,-,-,2.62,0,0,0,89,57,663,300,37,258,5,t0862,2022-01-07
łódzkie,bełchatowski,-,-,79,-,-,7.01,0,0,0,83,43,549,275,85,189,1,t1001,2022-01-07
łódzkie,kutnowski,-,-,29,-,-,3.02,3,3,0,45,40,276,145,31,112,2,t1002,2022-01-07
łódzkie,łaski,-,-,0,-,-,0.0,0,0,0,27,13,157,68,0,68,0,t1003,2022-01-07
łódzkie,łęczycki,-,-,9,-,-,1.82,1,0,1,18,21,210,80,10,70,0,t1004,2022-01-07
łódzkie,łowicki,-,-,12,-,-,1.54,2,0,2,41,28,298,144,15,129,0,t1005,2022-01-07
łódzkie,łódzki wschodni,-,-,21,-,-,2.9,0,0,0,65,31,315,190,26,161,3,t1006,2022-01-07
łódzkie,opoczyński,-,-,6,-,-,0.79,0,0,0,31,16,225,150,6,139,5,t1007,2022-01-07
łódzkie,pabianicki,-,-,36,-,-,3.02,1,0,1,106,62,520,317,37,278,2,t1008,2022-01-07
łódzkie,pajęczański,-,-,27,-,-,5.29,0,0,0,28,19,316,156,56,100,0,t1009,2022-01-07
łódzkie,piotrkowski,-,-,21,-,-,2.3,1,0,1,41,23,372,145,22,123,0,t1010,2022-01-07
łódzkie,poddębicki,-,-,9,-,-,2.19,0,0,0,17,5,127,77,9,65,3,t1011,2022-01-07
łódzkie,radomszczański,-,-,32,-,-,2.85,0,0,0,53,46,430,210,35,174,1,t1012,2022-01-07
łódzkie,rawski,-,-,9,-,-,1.86,3,0,3,21,6,195,81,11,69,1,t1013,2022-01-07
łódzkie,sieradzki,-,-,34,-,-,2.9,0,0,0,60,41,381,177,36,140,1,t1014,2022-01-07
łódzkie,skierniewicki,-,-,4,-,-,1.05,0,0,0,15,2,127,70,5,65,0,t1015,2022-01-07
łódzkie,tomaszowski,-,-,17,-,-,1.46,2,0,2,53,31,384,152,24,126,2,t1016,2022-01-07
łódzkie,wieluński,-,-,20,-,-,2.63,0,0,0,76,25,346,174,33,134,7,t1017,2022-01-07
łódzkie,wieruszowski,-,-,4,-,-,0.95,0,0,0,22,8,130,36,4,32,0,t1018,2022-01-07
łódzkie,zduńskowolski,-,-,3,-,-,0.45,2,0,2,79,25,282,105,5,99,1,t1019,2022-01-07
łódzkie,zgierski,-,-,29,-,-,1.75,0,0,0,99,60,635,288,33,251,4,t1020,2022-01-07
łódzkie,brzeziński,-,-,5,-,-,1.62,0,0,0,8,9,138,63,6,54,3,t1021,2022-01-07
łódzkie,Łódź,-,-,237,-,-,3.5,0,0,0,432,315,3007,2008,275,1707,26,t1061,2022-01-07
łódzkie,Piotrków Trybunalski,-,-,7,-,-,0.96,3,1,2,34,16,221,131,8,122,1,t1062,2022-01-07
łódzkie,Skierniewice,-,-,16,-,-,3.34,0,0,0,36,13,161,94,17,76,1,t1063,2022-01-07
małopolskie,bocheński,-,-,75,-,-,7.01,0,0,0,95,49,548,271,84,184,3,t1201,2022-01-07
małopolskie,brzeski,-,-,47,-,-,5.05,0,0,0,77,27,479,245,49,194,2,t1202,2022-01-07
małopolskie,chrzanowski,-,-,64,-,-,5.15,0,0,0,60,49,596,279,72,204,3,t1203,2022-01-07
małopolskie,dąbrowski,-,-,10,-,-,1.69,1,1,0,18,29,227,100,10,90,0,t1204,2022-01-07
małopolskie,gorlicki,-,-,37,-,-,3.4,3,1,2,75,23,408,211,41,167,3,t1205,2022-01-07
małopolskie,krakowski,-,-,115,-,-,4.1,1,0,1,247,201,1965,696,131,545,20,t1206,2022-01-07
małopolskie,limanowski,-,-,46,-,-,3.48,2,1,1,70,22,458,288,58,224,6,t1207,2022-01-07
małopolskie,miechowski,-,-,6,-,-,1.23,0,0,0,28,18,239,61,9,51,1,t1208,2022-01-07
małopolskie,myślenicki,-,-,25,-,-,1.96,0,0,0,101,49,686,226,29,191,6,t1209,2022-01-07
małopolskie,nowosądecki,-,-,52,-,-,2.4,1,0,1,103,51,656,471,61,407,3,t1210,2022-01-07
małopolskie,nowotarski,-,-,22,-,-,1.15,1,0,1,91,20,439,302,31,268,3,t1211,2022-01-07
małopolskie,olkuski,-,-,17,-,-,1.53,1,0,1,60,53,548,142,18,124,0,t1212,2022-01-07
małopolskie,oświęcimski,-,-,83,-,-,5.42,0,0,0,85,46,719,340,90,241,9,t1213,2022-01-07
małopolskie,proszowicki,-,-,12,-,-,2.78,0,0,0,33,18,239,56,13,42,1,t1214,2022-01-07
małopolskie,suski,-,-,14,-,-,1.66,0,0,0,44,27,378,188,17,163,8,t1215,2022-01-07
małopolskie,tarnowski,-,-,61,-,-,3.03,0,0,0,111,54,749,473,70,399,4,t1216,2022-01-07
małopolskie,tatrzański,-,-,14,-,-,2.06,0,0,0,37,13,252,135,16,119,0,t1217,2022-01-07
małopolskie,wadowicki,-,-,32,-,-,2.0,0,0,0,115,62,781,227,33,189,5,t1218,2022-01-07
małopolskie,wielicki,-,-,80,-,-,6.15,0,0,0,90,71,959,338,91,232,15,t1219,2022-01-07
małopolskie,Kraków,-,-,522,-,-,6.68,7,2,5,632,678,5478,2576,575,1958,43,t1261,2022-01-07
małopolskie,Nowy Sącz,-,-,29,-,-,3.46,3,3,0,35,36,237,206,32,172,2,t1262,2022-01-07
małopolskie,Tarnów,-,-,30,-,-,2.77,3,3,0,88,43,394,252,34,218,0,t1263,2022-01-07
mazowieckie,białobrzeski,-,-,10,-,-,3.0,0,0,0,32,7,145,74,11,63,0,t1401,2022-01-07
mazowieckie,ciechanowski,-,-,27,-,-,3.03,0,0,0,78,21,329,176,32,143,1,t1402,2022-01-07
mazowieckie,garwoliński,-,-,18,-,-,1.65,0,0,0,66,21,354,273,23,249,1,t1403,2022-01-07
mazowieckie,gostyniński,-,-,9,-,-,2.01,1,0,1,8,8,140,46,9,37,0,t1404,2022-01-07
mazowieckie,grodziski,-,-,24,-,-,2.48,0,0,0,80,48,591,220,33,185,2,t1405,2022-01-07
mazowieckie,grójecki,-,-,23,-,-,2.34,0,0,0,55,32,613,180,25,155,0,t1406,2022-01-07
mazowieckie,kozienicki,-,-,8,-,-,1.34,0,0,0,42,5,219,125,10,115,0,t1407,2022-01-07
mazowieckie,legionowski,-,-,62,-,-,5.2,2,2,0,102,89,769,324,71,247,6,t1408,2022-01-07
mazowieckie,lipski,-,-,5,-,-,1.48,0,0,0,12,8,59,60,6,54,0,t1409,2022-01-07
mazowieckie,łosicki,-,-,1,-,-,0.33,0,0,0,8,5,46,46,1,45,0,t1410,2022-01-07
mazowieckie,makowski,-,-,26,-,-,5.82,1,0,1,15,7,145,77,26,50,1,t1411,2022-01-07
mazowieckie,miński,-,-,36,-,-,2.32,0,0,0,107,63,962,299,44,245,10,t1412,2022-01-07
mazowieckie,mławski,-,-,15,-,-,2.07,0,0,0,14,11,305,88,16,72,0,t1413,2022-01-07
mazowieckie,nowodworski,-,-,17,-,-,2.14,0,0,0,36,34,403,152,17,135,0,t1414,2022-01-07
mazowieckie,ostrołęcki,-,-,7,-,-,0.79,0,0,0,28,12,232,68,9,57,2,t1415,2022-01-07
mazowieckie,ostrowski,-,-,3,-,-,0.42,0,0,0,26,11,146,87,3,84,0,t1416,2022-01-07
mazowieckie,otwocki,-,-,41,-,-,3.29,0,0,0,66,68,645,243,45,194,4,t1417,2022-01-07
mazowieckie,piaseczyński,-,-,42,-,-,2.22,0,0,0,91,103,1267,398,49,340,9,t1418,2022-01-07
mazowieckie,płocki,-,-,30,-,-,2.7,0,0,0,51,43,352,137,33,104,0,t1419,2022-01-07
mazowieckie,płoński,-,-,17,-,-,1.96,0,0,0,56,20,266,140,18,122,0,t1420,2022-01-07
mazowieckie,pruszkowski,-,-,46,-,-,2.76,0,0,0,88,70,1050,350,52,295,3,t1421,2022-01-07
mazowieckie,przasnyski,-,-,29,-,-,5.54,0,0,0,25,7,156,107,30,76,1,t1422,2022-01-07
mazowieckie,przysuski,-,-,5,-,-,1.21,0,0,0,20,9,114,63,5,57,1,t1423,2022-01-07
mazowieckie,pułtuski,-,-,5,-,-,0.96,0,0,0,25,12,205,49,5,43,1,t1424,2022-01-07
mazowieckie,radomski,-,-,19,-,-,1.25,0,0,0,72,30,517,228,23,202,3,t1425,2022-01-07
mazowieckie,siedlecki,-,-,23,-,-,2.83,0,0,0,35,11,271,110,25,82,3,t1426,2022-01-07
mazowieckie,sierpecki,-,-,9,-,-,1.74,1,0,1,26,10,185,61,9,51,1,t1427,2022-01-07
mazowieckie,sochaczewski,-,-,30,-,-,3.53,0,0,0,102,46,498,182,36,146,0,t1428,2022-01-07
mazowieckie,sokołowski,-,-,4,-,-,0.75,0,0,0,16,7,140,51,6,45,0,t1429,2022-01-07
mazowieckie,szydłowiecki,-,-,3,-,-,0.76,0,0,0,13,6,92,57,6,51,0,t1430,2022-01-07
mazowieckie,warszawski zachodni,-,-,33,-,-,2.76,1,1,0,47,52,705,285,40,244,1,t1432,2022-01-07
mazowieckie,węgrowski,-,-,9,-,-,1.37,0,0,0,15,5,150,104,11,91,2,t1433,2022-01-07
mazowieckie,wołomiński,-,-,89,-,-,3.54,2,0,2,134,87,1427,482,100,375,7,t1434,2022-01-07
mazowieckie,wyszkowski,-,-,7,-,-,0.94,0,0,0,41,24,315,96,8,81,7,t1435,2022-01-07
mazowieckie,zwoleński,-,-,1,-,-,0.28,0,0,0,21,2,116,40,2,38,0,t1436,2022-01-07
mazowieckie,żuromiński,-,-,5,-,-,1.3,0,0,0,21,11,214,77,6,71,0,t1437,2022-01-07
mazowieckie,żyrardowski,-,-,8,-,-,1.06,0,0,0,40,11,365,117,12,104,1,t1438,2022-01-07
mazowieckie,Ostrołęka,-,-,12,-,-,2.31,0,0,0,26,5,111,62,13,47,2,t1461,2022-01-07
mazowieckie,Płock,-,-,23,-,-,1.93,0,0,0,73,39,407,213,25,186,2,t1462,2022-01-07
mazowieckie,Radom,-,-,28,-,-,1.33,1,0,1,95,50,610,402,34,362,6,t1463,2022-01-07
mazowieckie,Siedlce,-,-,12,-,-,1.53,0,0,0,29,14,181,110,15,92,3,t1464,2022-01-07
mazowieckie,Warszawa,-,-,799,-,-,4.45,7,0,7,917,1041,11464,5520,913,4526,81,t1465,2022-01-07
opolskie,brzeski,-,-,26,-,-,2.9,1,0,1,62,30,464,129,30,96,3,t1601,2022-01-07
opolskie,głubczycki,-,-,18,-,-,3.97,1,1,0,11,18,178,83,18,63,2,t1602,2022-01-07
opolskie,kędzierzyńsko-kozielski,-,-,34,-,-,3.63,0,0,0,92,45,522,213,42,166,5,t1603,2022-01-07
opolskie,kluczborski,-,-,13,-,-,1.99,0,0,0,25,21,224,77,13,64,0,t1604,2022-01-07
opolskie,krapkowicki,-,-,31,-,-,4.88,1,1,0,56,50,272,126,34,92,0,t1605,2022-01-07
opolskie,namysłowski,-,-,21,-,-,4.92,0,0,0,18,26,267,72,23,49,0,t1606,2022-01-07
opolskie,nyski,-,-,51,-,-,3.76,1,0,1,107,61,553,368,58,307,3,t1607,2022-01-07
opolskie,oleski,-,-,15,-,-,2.34,1,1,0,45,33,263,89,15,74,0,t1608,2022-01-07
opolskie,opolski,-,-,26,-,-,2.1,0,0,0,48,66,603,197,26,167,4,t1609,2022-01-07
opolskie,prudnicki,-,-,1,-,-,0.18,1,0,1,27,25,219,52,3,48,1,t1610,2022-01-07
opolskie,strzelecki,-,-,20,-,-,2.7,0,0,0,70,68,443,183,25,158,0,t1611,2022-01-07
opolskie,Opole,-,-,64,-,-,5.0,1,0,1,80,107,861,344,73,269,2,t1661,2022-01-07
podkarpackie,bieszczadzki,-,-,2,-,-,0.93,0,0,0,13,14,81,42,2,40,0,t1801,2022-01-07
podkarpackie,brzozowski,-,-,10,-,-,1.53,5,1,4,20,14,187,142,13,126,3,t1802,2022-01-07
podkarpackie,dębicki,-,-,29,-,-,2.14,1,0,1,67,34,619,210,35,173,2,t1803,2022-01-07
podkarpackie,jarosławski,-,-,21,-,-,1.75,1,0,1,36,12,440,270,24,243,3,t1804,2022-01-07
podkarpackie,jasielski,-,-,20,-,-,1.77,3,0,3,75,24,386,228,21,206,1,t1805,2022-01-07
podkarpackie,kolbuszowski,-,-,20,-,-,3.22,0,0,0,35,18,227,124,24,100,0,t1806,2022-01-07
podkarpackie,krośnieński,-,-,40,-,-,3.57,0,0,0,57,24,376,221,44,174,3,t1807,2022-01-07
podkarpackie,leżajski,-,-,29,-,-,4.19,1,1,0,33,20,276,137,32,105,0,t1808,2022-01-07
podkarpackie,lubaczowski,-,-,19,-,-,3.46,1,1,0,44,11,223,107,20,87,0,t1809,2022-01-07
podkarpackie,łańcucki,-,-,20,-,-,2.46,1,0,1,49,31,337,149,25,121,3,t1810,2022-01-07
podkarpackie,mielecki,-,-,36,-,-,2.63,0,0,0,76,52,636,241,42,198,1,t1811,2022-01-07
podkarpackie,niżański,-,-,11,-,-,1.66,1,0,1,46,37,288,129,12,117,0,t1812,2022-01-07
podkarpackie,przemyski,-,-,12,-,-,1.62,0,0,0,35,12,251,134,14,119,1,t1813,2022-01-07
podkarpackie,przeworski,-,-,14,-,-,1.79,3,0,3,48,17,308,184,17,166,1,t1814,2022-01-07
podkarpackie,ropczycko-sędziszowski,-,-,7,-,-,0.94,0,0,0,28,13,242,125,8,117,0,t1815,2022-01-07
podkarpackie,rzeszowski,-,-,54,-,-,3.18,0,0,0,94,44,663,360,60,298,2,t1816,2022-01-07
podkarpackie,sanocki,-,-,49,-,-,5.2,1,0,1,78,16,466,235,56,179,0,t1817,2022-01-07
podkarpackie,stalowowolski,-,-,20,-,-,1.89,2,0,2,52,9,252,214,22,191,1,t1818,2022-01-07
podkarpackie,strzyżowski,-,-,12,-,-,1.96,0,0,0,38,4,252,115,12,103,0,t1819,2022-01-07
podkarpackie,tarnobrzeski,-,-,10,-,-,1.89,3,2,1,17,7,170,98,12,86,0,t1820,2022-01-07
podkarpackie,leski,-,-,3,-,-,1.14,1,1,0,8,10,96,52,3,47,2,t1821,2022-01-07
podkarpackie,Krosno,-,-,8,-,-,1.73,0,0,0,21,6,121,84,10,73,1,t1861,2022-01-07
podkarpackie,Przemyśl,-,-,10,-,-,1.65,0,0,0,35,16,196,108,10,97,1,t1862,2022-01-07
podkarpackie,Rzeszów,-,-,72,-,-,3.66,0,0,0,101,80,764,490,83,406,1,t1863,2022-01-07
podkarpackie,Tarnobrzeg,-,-,12,-,-,2.58,6,1,5,26,14,147,101,13,88,0,t1864,2022-01-07
podlaskie,augustowski,-,-,10,-,-,1.73,0,0,0,28,13,118,104,11,93,0,t2001,2022-01-07
podlaskie,białostocki,-,-,24,-,-,1.6,1,1,0,85,22,364,273,26,246,1,t2002,2022-01-07
podlaskie,bielski,-,-,7,-,-,1.29,0,0,0,27,12,116,58,7,51,0,t2003,2022-01-07
podlaskie,grajewski,-,-,4,-,-,0.85,0,0,0,12,13,103,54,6,47,1,t2004,2022-01-07
podlaskie,hajnowski,-,-,2,-,-,0.47,0,0,0,8,6,72,37,3,34,0,t2005,2022-01-07
podlaskie,kolneński,-,-,7,-,-,1.84,1,0,1,11,6,90,47,8,38,1,t2006,2022-01-07
podlaskie,łomżyński,-,-,6,-,-,1.18,1,0,1,31,2,138,58,6,52,0,t2007,2022-01-07
podlaskie,moniecki,-,-,6,-,-,1.49,0,0,0,10,4,70,57,7,50,0,t2008,2022-01-07
podlaskie,sejneński,-,-,3,-,-,1.51,0,0,0,2,0,59,29,4,25,0,t2009,2022-01-07
podlaskie,siemiatycki,-,-,5,-,-,1.14,0,0,0,10,1,68,42,5,37,0,t2010,2022-01-07
podlaskie,sokólski,-,-,7,-,-,1.06,0,0,0,29,12,158,172,9,163,0,t2011,2022-01-07
podlaskie,suwalski,-,-,7,-,-,1.97,0,0,0,13,6,102,65,7,56,2,t2012,2022-01-07
