wojewodztwo,powiat,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_wszystkich_zakazen,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_wszystkich_zakazen_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,Cały kraj,6892,805,7697,1.8,0.21,2.01,10,0,10,530,6643,63212,46844,8271,38020,553,t0000,2022-03-05
dolnośląskie,bolesławiecki,14,3,17,1.56,0.33,1.89,0,0,0,0,15,109,88,18,61,9,t0201,2022-03-05
dolnośląskie,dzierżoniowski,6,2,8,0.6,0.2,0.8,0,0,0,1,5,81,50,8,41,1,t0202,2022-03-05
dolnośląskie,głogowski,28,3,31,3.15,0.34,3.49,0,0,0,0,19,125,115,33,82,0,t0203,2022-03-05
dolnośląskie,górowski,8,2,10,2.31,0.58,2.88,0,0,0,1,3,74,25,10,15,0,t0204,2022-03-05
dolnośląskie,jaworski,3,0,3,0.6,0.0,0.6,0,0,0,0,5,47,31,3,26,2,t0205,2022-03-05
dolnośląskie,jeleniogórski,7,1,8,1.1,0.16,1.26,0,0,0,0,11,95,51,8,43,0,t0206,2022-03-05
dolnośląskie,kamiennogórski,4,0,4,0.93,0.0,0.93,0,0,0,0,3,32,16,5,11,0,t0207,2022-03-05
dolnośląskie,kłodzki,5,0,5,0.32,0.0,0.32,0,0,0,0,13,140,138,6,132,0,t0208,2022-03-05
dolnośląskie,legnicki,2,0,2,0.36,0.0,0.36,0,0,0,0,14,75,11,2,9,0,t0209,2022-03-05
dolnośląskie,lubański,8,0,8,1.48,0.0,1.48,0,0,0,2,3,74,45,8,35,2,t0210,2022-03-05
dolnośląskie,lubiński,14,1,15,1.32,0.09,1.41,0,0,0,1,14,124,87,16,71,0,t0211,2022-03-05
dolnośląskie,lwówecki,5,1,6,1.09,0.22,1.31,0,0,0,0,4,75,30,8,21,1,t0212,2022-03-05
dolnośląskie,milicki,3,0,3,0.81,0.0,0.81,0,0,0,0,3,70,30,3,26,1,t0213,2022-03-05
dolnośląskie,oleśnicki,17,3,20,1.58,0.28,1.86,0,0,0,3,9,106,99,20,77,2,t0214,2022-03-05
dolnośląskie,oławski,19,2,21,2.47,0.26,2.73,0,0,0,0,17,137,129,24,103,2,t0215,2022-03-05
