wojewodztwo,powiat_miasto,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
kujawsko-pomorskie,Włocławek,-,-,27,-,-,2.47,1,0,1,76,32,642,161,29,130,2,t0464,2021-03-18
lubelskie,bialski,-,-,37,-,-,3.35,1,1,0,80,13,798,134,39,95,0,t0601,2021-03-18
lubelskie,biłgorajski,-,-,46,-,-,4.57,2,0,2,63,65,872,139,47,87,5,t0602,2021-03-18
lubelskie,chełmski,-,-,30,-,-,3.86,0,0,0,43,14,430,150,32,113,5,t0603,2021-03-18
lubelskie,hrubieszowski,-,-,50,-,-,8.0,3,0,3,90,33,727,156,56,95,5,t0604,2021-03-18
lubelskie,janowski,-,-,10,-,-,2.2,0,0,0,27,19,213,55,11,42,2,t0605,2021-03-18
lubelskie,krasnostawski,-,-,23,-,-,3.65,0,0,0,33,27,553,101,24,76,1,t0606,2021-03-18
lubelskie,kraśnicki,-,-,18,-,-,1.89,0,0,0,49,18,398,101,19,82,0,t0607,2021-03-18
lubelskie,lubartowski,-,-,8,-,-,0.91,0,0,0,40,14,341,83,8,74,1,t0608,2021-03-18
lubelskie,lubelski,-,-,37,-,-,2.37,1,0,1,112,38,881,252,40,210,2,t0609,2021-03-18
lubelskie,łęczyński,-,-,15,-,-,2.62,0,0,0,52,16,327,81,15,66,0,t0610,2021-03-18
lubelskie,łukowski,-,-,47,-,-,4.41,2,0,2,40,21,477,184,65,103,16,t0611,2021-03-18
lubelskie,opolski,-,-,17,-,-,2.88,8,0,8,26,10,291,73,18,54,1,t0612,2021-03-18
lubelskie,parczewski,-,-,11,-,-,3.18,0,0,0,19,9,312,53,12,40,1,t0613,2021-03-18
lubelskie,puławski,-,-,73,-,-,6.47,1,0,1,112,32,790,285,77,207,1,t0614,2021-03-18
lubelskie,radzyński,-,-,12,-,-,2.05,2,0,2,26,26,395,79,13,66,0,t0615,2021-03-18
lubelskie,rycki,-,-,18,-,-,3.22,0,0,0,33,13,351,62,19,42,1,t0616,2021-03-18
lubelskie,świdnicki,-,-,39,-,-,5.44,0,0,0,81,24,735,148,41,106,1,t0617,2021-03-18
lubelskie,tomaszowski,-,-,36,-,-,4.37,2,0,2,48,17,363,107,37,66,4,t0618,2021-03-18
lubelskie,włodawski,-,-,18,-,-,4.71,1,0,1,29,7,335,64,19,44,1,t0619,2021-03-18
lubelskie,zamojski,-,-,48,-,-,4.54,3,0,3,44,21,626,135,48,85,2,t0620,2021-03-18
lubelskie,Biała Podlaska,-,-,23,-,-,4.02,0,0,0,52,14,367,91,24,67,0,t0661,2021-03-18
lubelskie,Chełm,-,-,32,-,-,5.2,0,0,0,49,13,522,113,33,79,1,t0662,2021-03-18
lubelskie,Lublin,-,-,157,-,-,4.62,4,0,4,328,106,2210,785,169,610,6,t0663,2021-03-18
lubelskie,Zamość,-,-,27,-,-,4.27,1,0,1,51,21,422,113,29,83,1,t0664,2021-03-18
lubuskie,gorzowski,-,-,63,-,-,8.74,1,1,0,78,69,847,153,65,86,2,t0801,2021-03-18
lubuskie,krośnieński,-,-,18,-,-,3.29,0,0,0,37,10,550,69,19,47,3,t0802,2021-03-18
lubuskie,międzyrzecki,-,-,54,-,-,9.41,2,2,0,105,12,883,163,56,106,1,t0803,2021-03-18
lubuskie,nowosolski,-,-,54,-,-,6.28,2,1,1,89,26,965,170,69,101,0,t0804,2021-03-18
lubuskie,słubicki,-,-,24,-,-,5.12,0,0,0,48,6,461,97,26,68,3,t0805,2021-03-18
lubuskie,strzelecko-drezdenecki,-,-,34,-,-,6.96,2,2,0,86,12,586,134,54,79,1,t0806,2021-03-18
lubuskie,sulęciński,-,-,29,-,-,8.26,1,1,0,37,13,284,77,29,48,0,t0807,2021-03-18
lubuskie,świebodziński,-,-,28,-,-,5.03,1,1,0,66,10,709,101,30,70,1,t0808,2021-03-18
lubuskie,zielonogórski,-,-,60,-,-,7.93,0,0,0,88,60,983,159,64,93,2,t0809,2021-03-18
lubuskie,żagański,-,-,43,-,-,5.47,0,0,0,56,13,427,149,46,100,3,t0810,2021-03-18
lubuskie,żarski,-,-,31,-,-,3.24,1,1,0,57,22,481,208,32,174,2,t0811,2021-03-18
lubuskie,wschowski,-,-,35,-,-,9.02,0,0,0,46,13,552,83,35,47,1,t0812,2021-03-18
lubuskie,Gorzów Wielkopolski,-,-,151,-,-,12.24,2,2,0,175,152,1560,379,156,216,7,t0861,2021-03-18
lubuskie,Zielona Góra,-,-,121,-,-,8.56,4,0,4,182,86,1867,345,134,208,3,t0862,2021-03-18
łódzkie,bełchatowski,-,-,35,-,-,3.11,0,0,0,76,39,634,160,37,123,0,t1001,2021-03-18
łódzkie,kutnowski,-,-,21,-,-,2.18,0,0,0,56,15,312,127,26,101,0,t1002,2021-03-18
łódzkie,łaski,-,-,31,-,-,6.23,0,0,0,32,19,322,100,35,65,0,t1003,2021-03-18
łódzkie,łęczycki,-,-,15,-,-,3.03,2,0,2,32,14,315,91,17,73,1,t1004,2021-03-18
łódzkie,łowicki,-,-,16,-,-,2.06,1,0,1,67,65,1158,79,16,62,1,t1005,2021-03-18
łódzkie,łódzki wschodni,-,-,54,-,-,7.46,0,0,0,85,33,649,172,55,116,1,t1006,2021-03-18
łódzkie,opoczyński,-,-,22,-,-,2.9,0,0,0,24,6,389,100,27,68,5,t1007,2021-03-18
łódzkie,pabianicki,-,-,98,-,-,8.22,1,1,0,149,105,1403,316,102,213,1,t1008,2021-03-18
łódzkie,pajęczański,-,-,7,-,-,1.37,1,0,1,19,1,247,42,8,32,2,t1009,2021-03-18
łódzkie,piotrkowski,-,-,73,-,-,7.99,0,0,0,77,37,1346,231,76,154,1,t1010,2021-03-18
łódzkie,poddębicki,-,-,12,-,-,2.92,0,0,0,36,12,259,54,12,42,0,t1011,2021-03-18
łódzkie,radomszczański,-,-,97,-,-,8.64,2,0,2,86,12,937,266,103,157,6,t1012,2021-03-18
łódzkie,rawski,-,-,18,-,-,3.71,1,0,1,41,8,637,85,19,66,0,t1013,2021-03-18
łódzkie,sieradzki,-,-,38,-,-,3.24,0,0,0,55,16,666,178,39,137,2,t1014,2021-03-18
łódzkie,skierniewicki,-,-,11,-,-,2.88,0,0,0,26,6,351,46,11,34,1,t1015,2021-03-18
łódzkie,tomaszowski,-,-,81,-,-,6.97,5,0,5,76,54,807,270,84,182,4,t1016,2021-03-18
łódzkie,wieluński,-,-,12,-,-,1.58,0,0,0,35,8,296,63,13,49,1,t1017,2021-03-18
łódzkie,wieruszowski,-,-,11,-,-,2.62,0,0,0,17,9,221,43,11,32,0,t1018,2021-03-18
łódzkie,zduńskowolski,-,-,23,-,-,3.47,0,0,0,65,33,520,104,26,78,0,t1019,2021-03-18
łódzkie,zgierski,-,-,77,-,-,4.63,0,0,0,129,73,1501,295,79,214,2,t1020,2021-03-18
łódzkie,brzeziński,-,-,16,-,-,5.2,0,0,0,23,12,295,54,17,36,1,t1021,2021-03-18
łódzkie,Łódź,-,-,531,-,-,7.84,12,0,12,911,362,6621,1989,554,1411,24,t1061,2021-03-18
łódzkie,Piotrków Trybunalski,-,-,43,-,-,5.91,1,1,0,95,26,726,215,48,165,2,t1062,2021-03-18
łódzkie,Skierniewice,-,-,17,-,-,3.55,0,0,0,39,11,471,60,17,42,1,t1063,2021-03-18
małopolskie,bocheński,-,-,85,-,-,7.94,0,0,0,108,50,1009,211,91,119,1,t1201,2021-03-18
małopolskie,brzeski,-,-,43,-,-,4.62,0,0,0,63,37,1024,143,44,98,1,t1202,2021-03-18
małopolskie,chrzanowski,-,-,69,-,-,5.56,3,3,0,114,62,1196,210,69,138,3,t1203,2021-03-18
małopolskie,dąbrowski,-,-,18,-,-,3.04,0,0,0,20,8,438,56,18,38,0,t1204,2021-03-18
małopolskie,gorlicki,-,-,26,-,-,2.39,0,0,0,53,10,506,110,27,79,4,t1205,2021-03-18
małopolskie,krakowski,-,-,324,-,-,11.55,10,10,0,393,183,3803,671,331,324,16,t1206,2021-03-18
małopolskie,limanowski,-,-,23,-,-,1.74,0,0,0,37,5,344,110,27,78,5,t1207,2021-03-18
małopolskie,miechowski,-,-,8,-,-,1.64,2,2,0,31,16,334,46,10,34,2,t1208,2021-03-18
małopolskie,myślenicki,-,-,101,-,-,7.9,3,0,3,87,46,1084,197,107,84,6,t1209,2021-03-18
małopolskie,nowosądecki,-,-,54,-,-,2.49,0,0,0,91,29,808,219,70,145,4,t1210,2021-03-18
małopolskie,nowotarski,-,-,37,-,-,1.93,1,0,1,38,12,259,203,38,163,2,t1211,2021-03-18
małopolskie,olkuski,-,-,27,-,-,2.43,1,0,1,103,38,960,111,32,74,5,t1212,2021-03-18
małopolskie,oświęcimski,-,-,53,-,-,3.46,0,0,0,191,103,1686,194,59,126,9,t1213,2021-03-18
małopolskie,proszowicki,-,-,18,-,-,4.17,0,0,0,23,23,346,72,19,52,1,t1214,2021-03-18
małopolskie,suski,-,-,36,-,-,4.28,0,0,0,49,37,514,118,38,79,1,t1215,2021-03-18
małopolskie,tarnowski,-,-,65,-,-,3.23,2,1,1,127,67,1491,213,65,142,6,t1216,2021-03-18
małopolskie,tatrzański,-,-,16,-,-,2.35,0,0,0,27,18,244,74,16,58,0,t1217,2021-03-18
małopolskie,wadowicki,-,-,116,-,-,7.25,0,0,0,191,95,2040,255,124,125,6,t1218,2021-03-18
małopolskie,wielicki,-,-,122,-,-,9.39,2,0,2,167,47,2268,282,125,149,8,t1219,2021-03-18
małopolskie,Kraków,-,-,565,-,-,7.23,8,8,0,892,431,7985,1719,578,1111,30,t1261,2021-03-18
małopolskie,Nowy Sącz,-,-,25,-,-,2.98,1,0,1,41,34,355,84,27,57,0,t1262,2021-03-18
małopolskie,Tarnów,-,-,82,-,-,7.58,1,1,0,96,66,996,158,86,68,4,t1263,2021-03-18
mazowieckie,białobrzeski,-,-,20,-,-,6.0,0,0,0,19,6,444,54,25,28,1,t1401,2021-03-18
mazowieckie,ciechanowski,-,-,80,-,-,8.97,2,0,2,92,36,1003,220,84,132,4,t1402,2021-03-18
mazowieckie,garwoliński,-,-,13,-,-,1.19,2,2,0,76,15,701,109,17,88,4,t1403,2021-03-18
mazowieckie,gostyniński,-,-,21,-,-,4.69,0,0,0,34,9,217,89,21,66,2,t1404,2021-03-18
mazowieckie,grodziski,-,-,140,-,-,14.48,0,0,0,189,69,2130,352,156,193,3,t1405,2021-03-18
mazowieckie,grójecki,-,-,83,-,-,8.45,2,1,1,98,26,2124,350,136,200,14,t1406,2021-03-18
mazowieckie,kozienicki,-,-,14,-,-,2.34,0,0,0,69,20,695,61,16,45,0,t1407,2021-03-18
mazowieckie,legionowski,-,-,112,-,-,9.39,2,2,0,255,120,2726,395,171,212,12,t1408,2021-03-18
mazowieckie,lipski,-,-,20,-,-,5.93,0,0,0,16,2,266,59,21,36,2,t1409,2021-03-18
mazowieckie,łosicki,-,-,4,-,-,1.3,1,0,1,14,8,127,20,5,15,0,t1410,2021-03-18
mazowieckie,makowski,-,-,4,-,-,0.9,1,0,1,31,6,369,39,5,34,0,t1411,2021-03-18
mazowieckie,miński,-,-,98,-,-,6.32,4,4,0,208,81,1686,383,124,229,30,t1412,2021-03-18
mazowieckie,mławski,-,-,64,-,-,8.83,2,0,2,57,12,813,210,68,138,4,t1413,2021-03-18
mazowieckie,nowodworski,-,-,27,-,-,3.4,0,0,0,97,57,1135,85,34,47,4,t1414,2021-03-18
mazowieckie,ostrołęcki,-,-,51,-,-,5.75,1,0,1,79,39,1106,132,55,75,2,t1415,2021-03-18
mazowieckie,ostrowski,-,-,15,-,-,2.08,0,0,0,49,34,574,86,16,70,0,t1416,2021-03-18
mazowieckie,otwocki,-,-,179,-,-,14.38,2,1,1,135,40,1510,426,182,228,16,t1417,2021-03-18
mazowieckie,piaseczyński,-,-,173,-,-,9.13,2,0,2,301,90,4020,601,207,363,31,t1418,2021-03-18
mazowieckie,płocki,-,-,78,-,-,7.03,0,0,0,100,14,802,271,79,188,4,t1419,2021-03-18
mazowieckie,płoński,-,-,61,-,-,7.02,1,0,1,67,23,1181,209,67,133,9,t1420,2021-03-18
mazowieckie,pruszkowski,-,-,168,-,-,10.09,0,0,0,226,75,2627,549,192,344,13,t1421,2021-03-18
mazowieckie,przasnyski,-,-,21,-,-,4.01,1,0,1,44,27,493,78,23,55,0,t1422,2021-03-18
mazowieckie,przysuski,-,-,14,-,-,3.38,0,0,0,21,3,299,55,14,38,3,t1423,2021-03-18
mazowieckie,pułtuski,-,-,38,-,-,7.33,2,0,2,66,38,749,106,39,52,15,t1424,2021-03-18
mazowieckie,radomski,-,-,93,-,-,6.11,0,0,0,157,40,1232,253,99,141,13,t1425,2021-03-18
mazowieckie,siedlecki,-,-,21,-,-,2.58,0,0,0,42,22,505,113,25,76,12,t1426,2021-03-18
mazowieckie,sierpecki,-,-,39,-,-,7.54,0,0,0,83,17,608,107,43,60,4,t1427,2021-03-18
mazowieckie,sochaczewski,-,-,67,-,-,7.88,4,0,4,123,35,1431,194,69,124,1,t1428,2021-03-18
mazowieckie,sokołowski,-,-,18,-,-,3.36,0,0,0,23,6,195,55,18,33,4,t1429,2021-03-18
mazowieckie,szydłowiecki,-,-,9,-,-,2.28,0,0,0,26,8,261,46,11,33,2,t1430,2021-03-18
mazowieckie,warszawski zachodni,-,-,163,-,-,13.64,0,0,0,184,75,2808,389,175,198,16,t1432,2021-03-18
mazowieckie,węgrowski,-,-,8,-,-,1.22,0,0,0,60,8,422,54,11,40,3,t1433,2021-03-18
mazowieckie,wołomiński,-,-,218,-,-,8.68,0,0,0,394,229,4534,624,232,366,26,t1434,2021-03-18
mazowieckie,wyszkowski,-,-,23,-,-,3.1,1,0,1,68,44,1128,121,28,87,6,t1435,2021-03-18
mazowieckie,zwoleński,-,-,22,-,-,6.11,0,0,0,21,1,231,57,23,33,1,t1436,2021-03-18
mazowieckie,żuromiński,-,-,2,-,-,0.52,0,0,0,18,4,248,29,4,25,0,t1437,2021-03-18
mazowieckie,żyrardowski,-,-,35,-,-,4.63,1,1,0,99,23,1131,195,47,144,4,t1438,2021-03-18
mazowieckie,Ostrołęka,-,-,52,-,-,10.02,1,1,0,60,26,507,111,56,55,0,t1461,2021-03-18
mazowieckie,Płock,-,-,125,-,-,10.51,1,0,1,121,20,863,361,130,222,9,t1462,2021-03-18
mazowieckie,Radom,-,-,129,-,-,6.13,4,4,0,172,65,1543,429,153,254,22,t1463,2021-03-18
mazowieckie,Siedlce,-,-,44,-,-,5.62,1,0,1,50,42,508,153,55,92,6,t1464,2021-03-18
mazowieckie,Warszawa,-,-,1647,-,-,9.18,12,1,11,2437,1061,25911,5539,1899,3445,195,t1465,2021-03-18
opolskie,brzeski,-,-,43,-,-,4.8,1,0,1,60,15,591,114,48,65,1,t1601,2021-03-18
opolskie,głubczycki,-,-,12,-,-,2.65,0,0,0,41,8,236,72,15,57,0,t1602,2021-03-18
opolskie,kędzierzyńsko-kozielski,-,-,95,-,-,10.16,5,0,5,155,66,1276,250,99,149,2,t1603,2021-03-18
opolskie,kluczborski,-,-,42,-,-,6.44,0,0,0,40,15,402,103,43,60,0,t1604,2021-03-18
opolskie,krapkowicki,-,-,24,-,-,3.77,0,0,0,46,16,334,80,24,55,1,t1605,2021-03-18
opolskie,namysłowski,-,-,23,-,-,5.39,0,0,0,22,4,272,63,23,37,3,t1606,2021-03-18
opolskie,nyski,-,-,55,-,-,4.06,0,0,0,82,55,914,235,60,173,2,t1607,2021-03-18
opolskie,oleski,-,-,23,-,-,3.58,0,0,0,27,2,200,88,26,60,2,t1608,2021-03-18
opolskie,opolski,-,-,71,-,-,5.73,0,0,0,62,19,864,200,73,125,2,t1609,2021-03-18
opolskie,prudnicki,-,-,15,-,-,2.72,0,0,0,21,6,204,56,16,40,0,t1610,2021-03-18
opolskie,strzelecki,-,-,34,-,-,4.58,0,0,0,57,9,474,116,39,77,0,t1611,2021-03-18
opolskie,Opole,-,-,126,-,-,9.84,1,0,1,120,59,1311,402,133,260,9,t1661,2021-03-18
podkarpackie,bieszczadzki,-,-,14,-,-,6.49,1,0,1,29,8,438,56,14,41,1,t1801,2021-03-18
podkarpackie,brzozowski,-,-,37,-,-,5.65,1,0,1,38,41,671,162,42,120,0,t1802,2021-03-18
podkarpackie,dębicki,-,-,52,-,-,3.84,2,0,2,86,30,1146,151,52,97,2,t1803,2021-03-18
podkarpackie,jarosławski,-,-,108,-,-,8.99,3,0,3,102,24,1528,359,195,156,8,t1804,2021-03-18
podkarpackie,jasielski,-,-,43,-,-,3.8,1,0,1,62,12,701,216,74,140,2,t1805,2021-03-18
podkarpackie,kolbuszowski,-,-,8,-,-,1.29,0,0,0,27,11,425,96,17,79,0,t1806,2021-03-18
podkarpackie,krośnieński,-,-,54,-,-,4.81,0,0,0,70,27,856,226,69,155,2,t1807,2021-03-18
podkarpackie,leżajski,-,-,24,-,-,3.47,1,1,0,27,26,566,83,25,57,1,t1808,2021-03-18
podkarpackie,lubaczowski,-,-,17,-,-,3.09,2,2,0,27,22,475,80,21,58,1,t1809,2021-03-18
podkarpackie,łańcucki,-,-,80,-,-,9.86,1,0,1,98,40,1141,219,112,106,1,t1810,2021-03-18
podkarpackie,mielecki,-,-,92,-,-,6.73,1,0,1,104,34,1101,318,148,170,0,t1811,2021-03-18
podkarpackie,niżański,-,-,28,-,-,4.21,1,0,1,38,33,570,105,30,75,0,t1812,2021-03-18
podkarpackie,przemyski,-,-,50,-,-,6.76,2,1,1,68,16,666,166,64,102,0,t1813,2021-03-18
podkarpackie,przeworski,-,-,59,-,-,7.54,4,0,4,72,28,899,222,108,113,1,t1814,2021-03-18
podkarpackie,ropczycko-sędziszowski,-,-,23,-,-,3.08,0,0,0,32,22,377,89,24,65,0,t1815,2021-03-18
podkarpackie,rzeszowski,-,-,133,-,-,7.82,0,0,0,193,106,2529,367,150,212,5,t1816,2021-03-18
podkarpackie,sanocki,-,-,48,-,-,5.1,2,0,2,67,45,1155,194,51,143,0,t1817,2021-03-18
podkarpackie,stalowowolski,-,-,57,-,-,5.38,3,1,2,74,8,920,167,59,107,1,t1818,2021-03-18
podkarpackie,strzyżowski,-,-,29,-,-,4.73,5,0,5,41,18,543,91,33,56,2,t1819,2021-03-18
podkarpackie,tarnobrzeski,-,-,40,-,-,7.57,0,0,0,44,11,546,185,78,107,0,t1820,2021-03-18
podkarpackie,leski,-,-,19,-,-,7.19,0,0,0,26,13,298,57,19,37,1,t1821,2021-03-18
podkarpackie,Krosno,-,-,36,-,-,7.8,1,0,1,43,20,397,99,44,52,3,t1861,2021-03-18
podkarpackie,Przemyśl,-,-,48,-,-,7.94,0,0,0,64,6,583,174,53,120,1,t1862,2021-03-18
podkarpackie,Rzeszów,-,-,190,-,-,9.65,0,0,0,281,179,3064,544,204,337,3,t1863,2021-03-18
podkarpackie,Tarnobrzeg,-,-,45,-,-,9.66,0,0,0,69,18,626,186,96,90,0,t1864,2021-03-18
podlaskie,augustowski,-,-,18,-,-,3.11,2,0,2,28,11,243,60,19,41,0,t2001,2021-03-18
podlaskie,białostocki,-,-,62,-,-,4.12,0,0,0,127,57,919,208,65,141,2,t2002,2021-03-18
podlaskie,bielski,-,-,15,-,-,2.77,0,0,0,23,7,328,66,15,50,1,t2003,2021-03-18
podlaskie,grajewski,-,-,3,-,-,0.64,1,0,1,38,30,447,44,3,41,0,t2004,2021-03-18
podlaskie,hajnowski,-,-,14,-,-,3.31,1,0,1,30,22,291,61,14,45,2,t2005,2021-03-18
podlaskie,kolneński,-,-,23,-,-,6.06,0,0,0,26,33,495,53,23,29,1,t2006,2021-03-18
podlaskie,łomżyński,-,-,38,-,-,7.47,0,0,0,30,47,979,98,40,57,1,t2007,2021-03-18
podlaskie,moniecki,-,-,7,-,-,1.74,0,0,0,7,14,227,30,7,22,1,t2008,2021-03-18
podlaskie,sejneński,-,-,4,-,-,2.02,0,0,0,13,6,116,12,5,7,0,t2009,2021-03-18
podlaskie,siemiatycki,-,-,6,-,-,1.37,0,0,0,12,6,208,49,12,34,3,t2010,2021-03-18
podlaskie,sokólski,-,-,16,-,-,2.41,2,0,2,34,25,408,55,16,38,1,t2011,2021-03-18
