Date,Voivodeships,Districts,Terytorial Code,14D Total Deaths / 10000,7D AVR Infections / 10000,(% ) Booster Dose,Date - Booster Dose,Population / 10000
2023-04-05,Entire Country,Entire Country,0000,0.05021980844,0.2885714286,38.0633486,2023-04-01,3823.1926
2023-04-05,dolnośląskie,Bolesławiecki,0201,0,0.2528571429,31.77179653,2023-04-01,8.9762
2023-04-05,dolnośląskie,Dzierżoniowski,0202,0,0.2,35.03077,2023-04-01,9.9935
2023-04-05,dolnośląskie,Głogowski,0203,0,0.2585714286,42.49211392,2023-04-01,8.8447
2023-04-05,dolnośląskie,Górowski,0204,0,0.08285714286,28.22123177,2023-04-01,3.4552
2023-04-05,dolnośląskie,Jaworski,0205,0,0.1714285714,35.5652069,2023-04-01,4.9734
2023-04-05,dolnośląskie,Karkonoski,0206,0,0.2485714286,29.20278528,2023-04-01,6.3333
2023-04-05,dolnośląskie,Kamiennogórski,0207,0,0.03285714286,36.61731739,2023-04-01,4.2824
2023-04-05,dolnośląskie,Kłodzki,0208,0,0.06428571429,35.79084097,2023-04-01,15.6283
2023-04-05,dolnośląskie,Legnicki,0209,0,0.1285714286,32.09036473,2023-04-01,5.511
2023-04-05,dolnośląskie,Lubański,0210,0,0.1571428571,31.72769814,2023-04-01,5.3852
2023-04-05,dolnośląskie,Lubiński,0211,0,0.2,43.67681499,2023-04-01,10.5896
2023-04-05,dolnośląskie,Lwówecki,0212,0,0.1571428571,39.34954714,2023-04-01,4.5599
2023-04-05,dolnośląskie,Milicki,0213,0,0.5414285714,35.45380435,2023-04-01,3.68
2023-04-05,dolnośląskie,Oleśnicki,0214,0,0.1342857143,52.70257672,2023-04-01,10.7268
2023-04-05,dolnośląskie,Oławski,0215,0,0.07428571429,25.59684736,2023-04-01,4.3646
2023-04-05,dolnośląskie,Polkowicki,0216,0,0.1142857143,27.44892614,2023-04-01,6.2997
2023-04-05,dolnośląskie,Strzeliński,0217,0,0.1642857143,35.68404248,2023-04-01,4.3221
2023-04-05,dolnośląskie,Średzki,0218,0,0.2314285714,25.07386323,2023-04-01,5.5508
2023-04-05,dolnośląskie,Świdnicki,0219,0,0.1557142857,36.5253341,2023-04-01,15.6015
2023-04-05,dolnośląskie,Trzebnicki,0220,0,0.27,32.65435431,2023-04-01,8.5226
2023-04-05,dolnośląskie,Wałbrzyski,0221,0,0.2314285714,24.36714029,2023-04-01,5.5107
2023-04-05,dolnośląskie,Wołowski,0222,0,0.09,35.1586127,2023-04-01,4.6623
2023-04-05,dolnośląskie,Wrocławski,0223,0,0.23,33.08683359,2023-04-01,15.6322
2023-04-05,dolnośląskie,Ząbkowicki,0224,0,0.2,34.68320849,2023-04-01,6.408
2023-04-05,dolnośląskie,Zgorzelecki,0225,0,0.2114285714,35.59274093,2023-04-01,8.8386
2023-04-05,dolnośląskie,Złotoryjski,0226,0,0.1971428571,37.4320368,2023-04-01,4.3038
2023-04-05,dolnośląskie,Jelenia Góra,0261,0,0.3628571429,54.42394843,2023-04-01,7.8335
2023-04-05,dolnośląskie,Legnica,0262,0,0.23,43.80612784,2023-04-01,9.8436
2023-04-05,dolnośląskie,Wrocław,0264,0.04673421318,0.2757142857,69.61434927,2023-04-01,64.1928
2023-04-05,dolnośląskie,Wałbrzych,0265,0.09093306417,0.07714285714,55.48371843,2023-04-01,10.9971
2023-04-05,kujawsko-pomorskie,Aleksandrowski,0401,0.3643584558,0.02571428571,45.76160026,2023-04-01,5.4891
