wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,1207,-,-,0.31,6,5,1,2251,0,0,5286,1249,4034,3,t00,2024-01-15
dolnośląskie,-,-,68,-,-,0.23,0,0,0,84,0,0,309,70,239,0,t02,2024-01-15
kujawsko-pomorskie,-,-,97,-,-,0.47,1,1,0,177,0,0,431,99,332,0,t04,2024-01-15
lubelskie,-,-,182,-,-,0.87,0,0,0,251,0,0,494,190,303,1,t06,2024-01-15
lubuskie,-,-,25,-,-,0.25,0,0,0,47,0,0,120,25,95,0,t08,2024-01-15
łódzkie,-,-,59,-,-,0.24,0,0,0,132,0,0,240,60,180,0,t10,2024-01-15
małopolskie,-,-,108,-,-,0.32,0,0,0,225,0,0,394,111,283,0,t12,2024-01-15
mazowieckie,-,-,143,-,-,0.26,2,2,0,270,0,0,833,147,686,0,t14,2024-01-15
opolskie,-,-,20,-,-,0.2,0,0,0,22,0,0,92,22,70,0,t16,2024-01-15
podkarpackie,-,-,98,-,-,0.46,0,0,0,200,0,0,368,98,269,1,t18,2024-01-15
podlaskie,-,-,32,-,-,0.27,0,0,0,86,0,0,181,37,144,0,t20,2024-01-15
pomorskie,-,-,38,-,-,0.16,0,0,0,102,0,0,239,38,201,0,t22,2024-01-15
śląskie,-,-,133,-,-,0.3,1,1,0,300,0,0,671,137,533,1,t24,2024-01-15
świętokrzyskie,-,-,44,-,-,0.36,1,0,1,49,0,0,114,46,68,0,t26,2024-01-15
warmińsko-mazurskie,-,-,51,-,-,0.36,0,0,0,94,0,0,260,53,207,0,t28,2024-01-15
wielkopolskie,-,-,69,-,-,0.2,1,1,0,124,0,0,219,69,150,0,t30,2024-01-15
zachodniopomorskie,-,-,37,-,-,0.22,0,0,0,86,0,0,213,38,175,0,t32,2024-01-15
