wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,1876,-,-,0.49,15,1,14,1696,0,0,7236,1967,5257,12,t00,2023-02-14
dolnośląskie,-,-,107,-,-,0.37,0,0,0,85,0,0,407,110,295,2,t02,2023-02-14
kujawsko-pomorskie,-,-,130,-,-,0.63,4,0,4,126,0,0,408,136,271,1,t04,2023-02-14
lubelskie,-,-,131,-,-,0.62,0,0,0,106,0,0,489,136,351,2,t06,2023-02-14
lubuskie,-,-,44,-,-,0.44,0,0,0,54,0,0,159,45,114,0,t08,2023-02-14
łódzkie,-,-,141,-,-,0.58,0,0,0,149,0,0,437,147,289,1,t10,2023-02-14
małopolskie,-,-,127,-,-,0.37,0,0,0,171,0,0,481,133,347,1,t12,2023-02-14
mazowieckie,-,-,285,-,-,0.53,2,0,2,170,0,0,1159,296,862,1,t14,2023-02-14
opolskie,-,-,47,-,-,0.48,0,0,0,21,0,0,229,49,178,2,t16,2023-02-14
podkarpackie,-,-,77,-,-,0.36,0,0,0,59,0,0,299,78,221,0,t18,2023-02-14
podlaskie,-,-,32,-,-,0.27,0,0,0,32,0,0,191,33,158,0,t20,2023-02-14
pomorskie,-,-,63,-,-,0.27,0,0,0,93,0,0,292,67,225,0,t22,2023-02-14
śląskie,-,-,386,-,-,0.86,3,1,2,362,0,0,993,398,594,1,t24,2023-02-14
świętokrzyskie,-,-,30,-,-,0.24,5,0,5,25,0,0,173,36,137,0,t26,2023-02-14
warmińsko-mazurskie,-,-,68,-,-,0.48,0,0,0,64,0,0,338,71,267,0,t28,2023-02-14
wielkopolskie,-,-,119,-,-,0.34,1,0,1,72,0,0,354,121,232,1,t30,2023-02-14
zachodniopomorskie,-,-,58,-,-,0.34,0,0,0,106,0,0,400,65,335,0,t32,2023-02-14
