wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,80,-,-,0.02,0,0,0,9,0,0,510,84,426,0,t00,2024-09-08
dolnośląskie,-,-,0,-,-,0.0,0,0,0,0,0,0,0,0,0,0,t02,2024-09-08
kujawsko-pomorskie,-,-,1,-,-,0.0,0,0,0,1,0,0,1,1,0,0,t04,2024-09-08
lubelskie,-,-,12,-,-,0.06,0,0,0,0,0,0,21,12,9,0,t06,2024-09-08
lubuskie,-,-,1,-,-,0.01,0,0,0,0,0,0,1,1,0,0,t08,2024-09-08
łódzkie,-,-,3,-,-,0.01,0,0,0,0,0,0,5,3,2,0,t10,2024-09-08
małopolskie,-,-,8,-,-,0.02,0,0,0,1,0,0,24,8,16,0,t12,2024-09-08
mazowieckie,-,-,8,-,-,0.01,0,0,0,0,0,0,313,9,304,0,t14,2024-09-08
opolskie,-,-,3,-,-,0.03,0,0,0,2,0,0,3,3,0,0,t16,2024-09-08
podkarpackie,-,-,6,-,-,0.03,0,0,0,0,0,0,16,6,10,0,t18,2024-09-08
podlaskie,-,-,8,-,-,0.07,0,0,0,0,0,0,20,9,11,0,t20,2024-09-08
pomorskie,-,-,3,-,-,0.01,0,0,0,0,0,0,14,3,11,0,t22,2024-09-08
śląskie,-,-,2,-,-,0.0,0,0,0,0,0,0,18,2,16,0,t24,2024-09-08
świętokrzyskie,-,-,7,-,-,0.06,0,0,0,5,0,0,10,7,3,0,t26,2024-09-08
warmińsko-mazurskie,-,-,0,-,-,0.0,0,0,0,0,0,0,1,0,1,0,t28,2024-09-08
wielkopolskie,-,-,9,-,-,0.03,0,0,0,0,0,0,17,9,8,0,t30,2024-09-08
zachodniopomorskie,-,-,2,-,-,0.01,0,0,0,0,0,0,2,2,0,0,t32,2024-09-08
