wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,329,-,-,0.09,0,0,0,6,0,0,2740,376,2360,4,t00,2023-03-26
dolnośląskie,-,-,15,-,-,0.05,0,0,0,1,0,0,99,16,83,0,t02,2023-03-26
kujawsko-pomorskie,-,-,10,-,-,0.05,0,0,0,0,0,0,56,12,44,0,t04,2023-03-26
lubelskie,-,-,20,-,-,0.1,0,0,0,0,0,0,373,22,351,0,t06,2023-03-26
lubuskie,-,-,8,-,-,0.08,0,0,0,0,0,0,42,9,33,0,t08,2023-03-26
łódzkie,-,-,22,-,-,0.09,0,0,0,0,0,0,136,23,113,0,t10,2023-03-26
małopolskie,-,-,38,-,-,0.11,0,0,0,0,0,0,198,49,149,0,t12,2023-03-26
mazowieckie,-,-,46,-,-,0.08,0,0,0,0,0,0,504,52,452,0,t14,2023-03-26
opolskie,-,-,8,-,-,0.08,0,0,0,0,0,0,76,11,65,0,t16,2023-03-26
podkarpackie,-,-,14,-,-,0.07,0,0,0,0,0,0,120,15,105,0,t18,2023-03-26
podlaskie,-,-,7,-,-,0.06,0,0,0,0,0,0,62,7,55,0,t20,2023-03-26
pomorskie,-,-,22,-,-,0.09,0,0,0,0,0,0,152,22,130,0,t22,2023-03-26
śląskie,-,-,34,-,-,0.08,0,0,0,1,0,0,286,38,246,2,t24,2023-03-26
świętokrzyskie,-,-,21,-,-,0.17,0,0,0,1,0,0,133,26,107,0,t26,2023-03-26
warmińsko-mazurskie,-,-,11,-,-,0.08,0,0,0,0,0,0,93,12,81,0,t28,2023-03-26
wielkopolskie,-,-,24,-,-,0.07,0,0,0,3,0,0,163,27,136,0,t30,2023-03-26
zachodniopomorskie,-,-,15,-,-,0.09,0,0,0,0,0,0,86,17,67,2,t32,2023-03-26
