wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,1012,-,-,0.26,4,2,2,939,0,0,2536,1051,1485,0,t00,2023-11-10
dolnośląskie,-,-,68,-,-,0.23,0,0,0,50,0,0,135,76,59,0,t02,2023-11-10
kujawsko-pomorskie,-,-,101,-,-,0.49,0,0,0,81,0,0,196,103,93,0,t04,2023-11-10
lubelskie,-,-,79,-,-,0.38,0,0,0,84,0,0,150,82,68,0,t06,2023-11-10
lubuskie,-,-,43,-,-,0.43,0,0,0,24,0,0,71,45,26,0,t08,2023-11-10
łódzkie,-,-,48,-,-,0.2,0,0,0,49,0,0,117,49,68,0,t10,2023-11-10
małopolskie,-,-,60,-,-,0.18,0,0,0,77,0,0,151,61,90,0,t12,2023-11-10
mazowieckie,-,-,135,-,-,0.25,1,0,1,114,0,0,554,140,414,0,t14,2023-11-10
opolskie,-,-,20,-,-,0.2,0,0,0,14,0,0,60,20,40,0,t16,2023-11-10
podkarpackie,-,-,41,-,-,0.19,0,0,0,52,0,0,85,43,42,0,t18,2023-11-10
podlaskie,-,-,74,-,-,0.63,0,0,0,92,0,0,155,77,78,0,t20,2023-11-10
pomorskie,-,-,46,-,-,0.2,0,0,0,32,0,0,101,48,53,0,t22,2023-11-10
śląskie,-,-,61,-,-,0.14,0,0,0,82,0,0,138,61,77,0,t24,2023-11-10
świętokrzyskie,-,-,31,-,-,0.25,0,0,0,24,0,0,49,35,14,0,t26,2023-11-10
warmińsko-mazurskie,-,-,50,-,-,0.35,3,2,1,60,0,0,210,50,160,0,t28,2023-11-10
wielkopolskie,-,-,64,-,-,0.18,0,0,0,43,0,0,105,66,39,0,t30,2023-11-10
zachodniopomorskie,-,-,75,-,-,0.44,0,0,0,60,0,0,147,75,72,0,t32,2023-11-10
