wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,2595,-,-,0.68,8,1,7,2354,0,0,8090,2815,5259,16,t00,2023-02-24
dolnośląskie,-,-,87,-,-,0.3,1,0,1,81,0,0,301,92,209,0,t02,2023-02-24
kujawsko-pomorskie,-,-,193,-,-,0.93,0,0,0,217,0,0,519,204,312,3,t04,2023-02-24
lubelskie,-,-,217,-,-,1.03,0,0,0,148,0,0,657,236,419,2,t06,2023-02-24
lubuskie,-,-,48,-,-,0.48,0,0,0,44,0,0,220,50,170,0,t08,2023-02-24
łódzkie,-,-,172,-,-,0.7,1,1,0,181,0,0,536,178,358,0,t10,2023-02-24
małopolskie,-,-,234,-,-,0.69,1,0,1,239,0,0,602,238,364,0,t12,2023-02-24
mazowieckie,-,-,318,-,-,0.59,1,0,1,202,0,0,1102,329,773,0,t14,2023-02-24
opolskie,-,-,50,-,-,0.51,1,0,1,37,0,0,225,57,168,0,t16,2023-02-24
podkarpackie,-,-,138,-,-,0.65,0,0,0,101,0,0,402,158,244,0,t18,2023-02-24
podlaskie,-,-,90,-,-,0.76,0,0,0,106,0,0,299,111,184,4,t20,2023-02-24
pomorskie,-,-,115,-,-,0.49,1,0,1,127,0,0,369,124,245,0,t22,2023-02-24
śląskie,-,-,440,-,-,0.98,0,0,0,407,0,0,1109,492,615,2,t24,2023-02-24
świętokrzyskie,-,-,76,-,-,0.62,0,0,0,58,0,0,196,82,113,1,t26,2023-02-24
warmińsko-mazurskie,-,-,135,-,-,0.95,0,0,0,155,0,0,452,154,298,0,t28,2023-02-24
wielkopolskie,-,-,188,-,-,0.54,2,0,2,151,0,0,481,210,269,2,t30,2023-02-24
zachodniopomorskie,-,-,53,-,-,0.31,0,0,0,98,0,0,295,55,240,0,t32,2023-02-24
