wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,524,-,-,0.14,0,0,0,997,0,0,2604,550,2050,4,t00,2024-11-04
dolnośląskie,-,-,20,-,-,0.07,0,0,0,40,0,0,113,20,93,0,t02,2024-11-04
kujawsko-pomorskie,-,-,48,-,-,0.23,0,0,0,73,0,0,265,48,217,0,t04,2024-11-04
lubelskie,-,-,76,-,-,0.36,0,0,0,122,0,0,240,84,156,0,t06,2024-11-04
lubuskie,-,-,9,-,-,0.09,0,0,0,14,0,0,43,9,34,0,t08,2024-11-04
łódzkie,-,-,25,-,-,0.1,0,0,0,50,0,0,101,25,76,0,t10,2024-11-04
małopolskie,-,-,30,-,-,0.09,0,0,0,82,0,0,158,32,126,0,t12,2024-11-04
mazowieckie,-,-,74,-,-,0.14,0,0,0,113,0,0,554,78,476,0,t14,2024-11-04
opolskie,-,-,11,-,-,0.11,0,0,0,7,0,0,74,12,62,0,t16,2024-11-04
podkarpackie,-,-,41,-,-,0.19,0,0,0,83,0,0,176,45,130,1,t18,2024-11-04
podlaskie,-,-,44,-,-,0.37,0,0,0,100,0,0,154,45,108,1,t20,2024-11-04
pomorskie,-,-,23,-,-,0.1,0,0,0,50,0,0,102,24,78,0,t22,2024-11-04
śląskie,-,-,42,-,-,0.09,0,0,0,118,0,0,230,43,186,1,t24,2024-11-04
świętokrzyskie,-,-,17,-,-,0.14,0,0,0,17,0,0,42,17,25,0,t26,2024-11-04
warmińsko-mazurskie,-,-,11,-,-,0.08,0,0,0,33,0,0,58,11,47,0,t28,2024-11-04
wielkopolskie,-,-,27,-,-,0.08,0,0,0,57,0,0,119,28,91,0,t30,2024-11-04
zachodniopomorskie,-,-,22,-,-,0.13,0,0,0,37,0,0,87,22,65,0,t32,2024-11-04
