wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,199,-,-,0.05,3,1,2,1287,0,0,3457,207,3245,5,t00,2024-02-26
dolnośląskie,-,-,8,-,-,0.03,0,0,0,63,0,0,206,8,198,0,t02,2024-02-26
kujawsko-pomorskie,-,-,7,-,-,0.03,0,0,0,62,0,0,211,7,203,1,t04,2024-02-26
lubelskie,-,-,26,-,-,0.12,0,0,0,130,0,0,257,28,229,0,t06,2024-02-26
lubuskie,-,-,6,-,-,0.06,1,0,1,30,0,0,58,6,52,0,t08,2024-02-26
łódzkie,-,-,7,-,-,0.03,0,0,0,105,0,0,150,7,143,0,t10,2024-02-26
małopolskie,-,-,12,-,-,0.04,0,0,0,95,0,0,151,12,138,1,t12,2024-02-26
mazowieckie,-,-,42,-,-,0.08,0,0,0,199,0,0,741,43,698,0,t14,2024-02-26
opolskie,-,-,7,-,-,0.07,0,0,0,8,0,0,56,7,49,0,t16,2024-02-26
podkarpackie,-,-,14,-,-,0.07,1,0,1,116,0,0,190,14,176,0,t18,2024-02-26
podlaskie,-,-,15,-,-,0.13,0,0,0,76,0,0,186,15,171,0,t20,2024-02-26
pomorskie,-,-,5,-,-,0.02,0,0,0,66,0,0,218,5,213,0,t22,2024-02-26
śląskie,-,-,13,-,-,0.03,1,1,0,150,0,0,322,14,307,1,t24,2024-02-26
świętokrzyskie,-,-,4,-,-,0.03,0,0,0,20,0,0,34,4,30,0,t26,2024-02-26
warmińsko-mazurskie,-,-,14,-,-,0.1,0,0,0,69,0,0,244,15,227,2,t28,2024-02-26
wielkopolskie,-,-,4,-,-,0.01,0,0,0,28,0,0,128,5,123,0,t30,2024-02-26
zachodniopomorskie,-,-,12,-,-,0.07,0,0,0,70,0,0,178,12,166,0,t32,2024-02-26
