wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,2008,-,-,0.52,5,0,5,1654,0,0,3692,2045,1646,1,t00,2024-09-11
dolnośląskie,-,-,102,-,-,0.35,0,0,0,68,0,0,178,103,75,0,t02,2024-09-11
kujawsko-pomorskie,-,-,171,-,-,0.83,1,0,1,162,0,0,311,180,131,0,t04,2024-09-11
lubelskie,-,-,251,-,-,1.19,0,0,0,208,0,0,339,253,86,0,t06,2024-09-11
lubuskie,-,-,36,-,-,0.36,0,0,0,15,0,0,64,36,28,0,t08,2024-09-11
łódzkie,-,-,69,-,-,0.28,0,0,0,72,0,0,132,71,61,0,t10,2024-09-11
małopolskie,-,-,137,-,-,0.4,4,0,4,142,0,0,288,139,149,0,t12,2024-09-11
mazowieckie,-,-,372,-,-,0.69,0,0,0,265,0,0,826,378,448,0,t14,2024-09-11
opolskie,-,-,23,-,-,0.23,0,0,0,15,0,0,47,25,21,1,t16,2024-09-11
podkarpackie,-,-,137,-,-,0.64,0,0,0,109,0,0,212,139,73,0,t18,2024-09-11
podlaskie,-,-,109,-,-,0.93,0,0,0,117,0,0,190,109,81,0,t20,2024-09-11
pomorskie,-,-,77,-,-,0.33,0,0,0,69,0,0,166,77,89,0,t22,2024-09-11
śląskie,-,-,120,-,-,0.27,0,0,0,130,0,0,258,122,136,0,t24,2024-09-11
świętokrzyskie,-,-,68,-,-,0.55,0,0,0,43,0,0,90,70,20,0,t26,2024-09-11
warmińsko-mazurskie,-,-,96,-,-,0.68,0,0,0,65,0,0,168,99,69,0,t28,2024-09-11
wielkopolskie,-,-,168,-,-,0.48,0,0,0,94,0,0,229,168,61,0,t30,2024-09-11
zachodniopomorskie,-,-,68,-,-,0.4,0,0,0,79,0,0,142,70,72,0,t32,2024-09-11
