wojewodztwo,powiat,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_wszystkich_zakazen,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_wszystkich_zakazen_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,Cały kraj,1002,95,1097,0.26,0.02,0.29,27,8,19,1691,72,0,14387,1231,13112,44,t0000,2022-04-21
dolnośląskie,bolesławiecki,2,1,3,0.22,0.11,0.33,0,0,0,3,0,0,27,3,23,1,t0201,2022-04-21
dolnośląskie,dzierżoniowski,1,0,1,0.1,0.0,0.1,0,0,0,0,0,0,12,1,11,0,t0202,2022-04-21
dolnośląskie,głogowski,1,0,1,0.11,0.0,0.11,0,0,0,0,0,0,12,1,11,0,t0203,2022-04-21
dolnośląskie,górowski,1,0,1,0.29,0.0,0.29,0,0,0,5,0,0,9,1,8,0,t0204,2022-04-21
dolnośląskie,jaworski,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,21,0,21,0,t0205,2022-04-21
dolnośląskie,jeleniogórski,1,0,1,0.16,0.0,0.16,0,0,0,4,0,0,11,1,10,0,t0206,2022-04-21
dolnośląskie,kamiennogórski,2,1,3,0.46,0.23,0.7,0,0,0,1,0,0,5,3,2,0,t0207,2022-04-21
dolnośląskie,kłodzki,1,0,1,0.06,0.0,0.06,0,0,0,2,0,0,32,3,29,0,t0208,2022-04-21
dolnośląskie,legnicki,2,0,2,0.36,0.0,0.36,0,0,0,0,0,0,34,3,31,0,t0209,2022-04-21
dolnośląskie,lubański,1,0,1,0.18,0.0,0.18,0,0,0,2,0,0,2,1,1,0,t0210,2022-04-21
dolnośląskie,lubiński,3,2,5,0.28,0.19,0.47,0,0,0,5,0,0,29,5,23,1,t0211,2022-04-21
dolnośląskie,lwówecki,2,0,2,0.44,0.0,0.44,0,0,0,2,0,0,11,2,9,0,t0212,2022-04-21
dolnośląskie,milicki,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,4,0,4,0,t0213,2022-04-21
dolnośląskie,oleśnicki,5,0,5,0.47,0.0,0.47,0,0,0,3,0,0,28,6,22,0,t0214,2022-04-21
